location,month,day_of_week,hour,crash_risk_count,fatal_crashes,serious_crashes,crash_risk_level
Nowra,10,Thursday,10,4,0,1,low
Nowra,10,Thursday,12,2,0,1,low
Nowra,10,Thursday,14,3,0,0,low
Nowra,10,Thursday,16,3,0,0,low
Nowra,10,Thursday,18,1,0,0,low
Nowra,10,Thursday,20,1,0,0,low
Nowra,10,Thursday,22,2,0,1,low
Nowra,10,Tuesday,6,3,0,0,low
Nowra,10,Tuesday,10,3,0,0,low
Nowra,10,Tuesday,12,2,0,0,low
Nowra,10,Tuesday,14,4,0,0,low
Nowra,10,Tuesday,16,2,0,0,low
Nowra,10,Tuesday,18,1,0,0,low
Nowra,10,Tuesday,20,1,0,1,low
Nowra,10,Tuesday,22,1,0,1,low
Nowra,10,Wednesday,8,1,0,0,low
Nowra,10,Wednesday,10,2,0,0,low
Nowra,10,Wednesday,12,2,0,1,low
Nowra,10,Wednesday,14,4,1,0,low
Nowra,10,Wednesday,16,3,0,1,low
Nowra,10,Wednesday,18,1,0,0,low
Nowra,10,Wednesday,20,1,0,0,low
Nowra,10,Wednesday,22,2,0,0,low
Nowra,11,Friday,2,1,0,0,low
Nowra,11,Friday,4,1,0,0,low
Nowra,11,Friday,6,4,0,0,low
Nowra,11,Friday,8,8,0,4,medium
Nowra,11,Friday,10,7,0,3,medium
Nowra,11,Friday,12,4,1,2,low
Nowra,11,Friday,14,3,0,2,low
Nowra,11,Friday,16,5,0,0,low
Nowra,11,Friday,18,2,0,0,low
Nowra,11,Friday,20,1,0,0,low
Nowra,11,Friday,22,2,0,2,low
Nowra,11,Monday,4,1,0,0,low
Nowra,11,Monday,6,1,0,1,low
Nowra,11,Monday,10,3,0,3,low
Nowra,11,Monday,12,2,0,0,low
Nowra,11,Monday,14,4,0,0,low
Nowra,11,Monday,16,5,0,0,low
Nowra,11,Monday,18,1,0,0,low
Nowra,11,Monday,22,2,0,0,low
Nowra,11,Saturday,0,5,1,1,low
Nowra,11,Saturday,2,2,0,0,low
Nowra,11,Saturday,4,1,0,0,low
Nowra,11,Saturday,6,1,0,1,low
Nowra,11,Saturday,8,3,0,0,low
Nowra,11,Saturday,10,2,0,1,low
Nowra,11,Saturday,12,2,0,1,low
Nowra,11,Saturday,14,5,0,2,low
Nowra,11,Saturday,16,3,0,1,low
Nowra,11,Saturday,18,2,0,2,low
Nowra,11,Saturday,20,1,0,0,low
Nowra,11,Saturday,22,3,0,0,low
Nowra,11,Sunday,0,1,0,0,low
Nowra,11,Sunday,4,1,0,0,low
Nowra,11,Sunday,8,5,0,0,low
Nowra,11,Sunday,10,3,0,2,low
Nowra,11,Sunday,12,3,0,2,low
Nowra,11,Sunday,14,6,0,3,medium
Nowra,11,Sunday,16,3,0,2,low
Nowra,11,Sunday,18,3,0,1,low
Nowra,11,Sunday,20,4,0,2,low
Nowra,11,Thursday,0,1,0,0,low
Nowra,11,Thursday,4,2,1,0,low
Nowra,11,Thursday,6,2,0,0,low
Nowra,11,Thursday,8,2,0,0,low
Nowra,11,Thursday,10,1,0,0,low
Nowra,11,Thursday,12,3,1,1,low
Nowra,11,Thursday,14,5,0,2,low
Nowra,11,Thursday,16,4,0,1,low
Nowra,11,Thursday,18,5,0,3,low
Nowra,11,Thursday,22,3,0,1,low
Nowra,11,Tuesday,0,3,0,1,low
Nowra,11,Tuesday,6,2,0,0,low
Nowra,11,Tuesday,8,2,0,2,low
Nowra,11,Tuesday,10,3,0,1,low
Nowra,11,Tuesday,14,1,0,0,low
Nowra,11,Tuesday,16,2,0,1,low
Nowra,11,Tuesday,18,4,0,0,low
Nowra,11,Tuesday,20,2,0,2,low
Nowra,11,Tuesday,22,1,0,0,low
Nowra,11,Wednesday,0,3,1,0,low
Nowra,11,Wednesday,2,2,0,0,low
Nowra,11,Wednesday,4,1,0,0,low
Nowra,11,Wednesday,6,1,0,0,low
Nowra,11,Wednesday,8,4,0,1,low
Nowra,11,Wednesday,10,4,0,1,low
Nowra,11,Wednesday,12,3,0,1,low
Nowra,11,Wednesday,14,4,0,2,low
Nowra,11,Wednesday,16,5,0,2,low
Nowra,11,Wednesday,20,5,0,1,low
Nowra,11,Wednesday,22,1,0,0,low
Nowra,12,Friday,2,1,0,0,low
Nowra,12,Friday,6,3,0,0,low
Nowra,12,Friday,8,4,0,0,low
Nowra,12,Friday,10,1,0,0,low
Nowra,12,Friday,12,3,0,2,low
Nowra,12,Friday,14,6,0,3,medium
Nowra,12,Friday,16,7,1,1,medium
Nowra,12,Friday,18,1,0,0,low
Nowra,12,Friday,20,2,0,0,low
Nowra,12,Friday,22,3,0,1,low
Nowra,12,Monday,0,2,0,1,low
Nowra,12,Monday,6,3,0,0,low
Nowra,12,Monday,8,2,0,1,low
Nowra,12,Monday,10,4,0,0,low
Nowra,12,Monday,12,4,0,2,low
Nowra,12,Monday,14,3,0,1,low
Nowra,12,Monday,16,5,0,2,low
Nowra,12,Monday,18,5,0,0,low
Nowra,12,Monday,20,1,0,0,low
Nowra,12,Saturday,2,2,0,0,low
Nowra,12,Saturday,4,2,0,0,low
Nowra,12,Saturday,6,1,0,0,low
Nowra,12,Saturday,8,2,0,1,low
Nowra,12,Saturday,10,5,0,1,low
Nowra,12,Saturday,12,5,1,0,low
Nowra,12,Saturday,14,2,0,1,low
Nowra,12,Saturday,16,4,0,1,low
Nowra,12,Saturday,18,4,0,1,low
Nowra,12,Saturday,20,3,0,1,low
Nowra,12,Saturday,22,2,0,1,low
Nowra,12,Sunday,0,1,0,1,low
Nowra,12,Sunday,2,1,0,0,low
Nowra,12,Sunday,4,1,0,1,low
Nowra,12,Sunday,8,5,1,0,low
Nowra,12,Sunday,10,3,0,1,low
Nowra,12,Sunday,12,3,0,1,low
Nowra,12,Sunday,14,4,0,2,low
Nowra,12,Sunday,16,3,0,1,low
Nowra,12,Sunday,18,1,0,0,low
Nowra,12,Sunday,20,1,0,0,low
Nowra,12,Sunday,22,2,0,0,low
Nowra,12,Thursday,2,3,0,0,low
Nowra,12,Thursday,6,4,0,0,low
Nowra,12,Thursday,8,3,0,1,low
Nowra,12,Thursday,10,1,0,0,low
Nowra,12,Thursday,12,4,0,1,low
Nowra,12,Thursday,14,2,0,0,low
Nowra,12,Thursday,16,5,0,0,low
Nowra,12,Thursday,18,3,0,1,low
Nowra,12,Thursday,20,3,0,0,low
Nowra,12,Thursday,22,3,0,1,low
Nowra,12,Tuesday,2,1,0,0,low
Nowra,12,Tuesday,4,1,0,1,low
Nowra,12,Tuesday,8,3,0,1,low
Nowra,12,Tuesday,10,1,0,1,low
Nowra,12,Tuesday,12,3,0,1,low
Nowra,12,Tuesday,14,4,0,1,low
Nowra,12,Tuesday,16,2,0,1,low
Nowra,12,Tuesday,18,3,0,1,low
Nowra,12,Tuesday,20,3,0,1,low
Nowra,12,Tuesday,22,3,0,0,low
Nowra,12,Wednesday,0,2,0,1,low
Nowra,12,Wednesday,6,1,0,0,low
Nowra,12,Wednesday,8,4,0,2,low
Nowra,12,Wednesday,10,4,0,2,low
Nowra,12,Wednesday,12,2,0,1,low
Nowra,12,Wednesday,14,5,0,2,low
Nowra,12,Wednesday,16,4,0,2,low
Nowra,12,Wednesday,18,4,0,1,low
Nowra,12,Wednesday,20,1,0,0,low
Nowra,12,Wednesday,22,2,0,0,low
Orange,1,Friday,0,2,0,1,low
Orange,1,Friday,2,1,0,0,low
Orange,1,Friday,4,3,0,1,low
Orange,1,Friday,6,1,0,0,low
Orange,1,Friday,8,5,0,2,low
Orange,1,Friday,10,3,0,0,low
Orange,1,Friday,12,2,1,1,low
Orange,1,Friday,14,3,0,0,low
Orange,1,Friday,16,3,0,0,low
Orange,1,Friday,18,2,0,0,low
Orange,1,Friday,22,2,0,1,low
Orange,1,Monday,4,1,0,0,low
Orange,1,Monday,8,2,1,1,low
Orange,1,Monday,10,1,1,0,low
Orange,1,Monday,12,1,0,0,low
Orange,1,Monday,14,3,1,1,low
Orange,1,Monday,16,2,0,0,low
Orange,1,Monday,18,3,0,0,low
Orange,1,Monday,20,1,0,0,low
Orange,1,Saturday,2,1,0,1,low
Orange,1,Saturday,4,2,0,0,low
Orange,1,Saturday,8,3,0,0,low
Orange,1,Saturday,10,1,0,0,low
Orange,1,Saturday,12,2,0,0,low
Orange,1,Saturday,14,3,0,1,low
Orange,1,Saturday,16,3,0,0,low
Orange,1,Saturday,18,2,0,0,low
Orange,1,Saturday,22,3,1,0,low
Orange,1,Sunday,0,2,0,0,low
Orange,1,Sunday,2,1,0,0,low
Orange,1,Sunday,4,1,0,0,low
Orange,1,Sunday,8,2,0,0,low
Orange,1,Sunday,10,2,0,0,low
Orange,1,Sunday,14,3,0,2,low
Orange,1,Sunday,16,2,0,0,low
Orange,1,Sunday,18,3,0,0,low
Orange,1,Sunday,20,1,0,0,low
Orange,1,Sunday,22,1,0,1,low
Orange,1,Thursday,0,2,0,1,low
Orange,1,Thursday,2,1,0,0,low
Orange,1,Thursday,8,3,0,1,low
Orange,1,Thursday,10,4,1,1,low
Orange,1,Thursday,12,1,0,0,low
Orange,1,Thursday,14,5,0,1,low
Orange,1,Thursday,16,4,0,1,low
Orange,1,Thursday,18,1,0,0,low
Orange,1,Thursday,22,1,0,0,low
Orange,1,Tuesday,6,1,0,0,low
Orange,1,Tuesday,8,1,0,0,low
Orange,1,Tuesday,10,5,0,1,low
Orange,1,Tuesday,12,4,0,0,low
Orange,1,Tuesday,14,1,0,0,low
Orange,1,Tuesday,16,1,0,0,low
Orange,1,Tuesday,20,1,0,0,low
Orange,1,Wednesday,0,1,0,1,low
Orange,1,Wednesday,4,2,1,0,low
Orange,1,Wednesday,8,3,1,0,low
Orange,1,Wednesday,10,1,0,0,low
Orange,1,Wednesday,12,1,0,1,low
Orange,1,Wednesday,14,3,0,1,low
Orange,1,Wednesday,16,2,0,0,low
Orange,1,Wednesday,18,2,0,0,low
Orange,2,Friday,6,3,0,0,low
Orange,2,Friday,8,1,0,0,low
Orange,2,Friday,12,1,0,0,low
Orange,2,Friday,14,3,0,0,low
Orange,2,Friday,18,1,0,1,low
Orange,2,Friday,20,2,0,1,low
Orange,2,Friday,22,2,0,1,low
Orange,2,Monday,6,1,0,0,low
Orange,2,Monday,8,2,0,0,low
Orange,2,Monday,10,1,0,0,low
Orange,2,Monday,12,1,0,0,low
Orange,2,Monday,14,4,0,0,low
Orange,2,Monday,16,2,0,1,low
Orange,2,Monday,18,1,0,0,low
Orange,2,Monday,20,3,0,0,low
Orange,2,Monday,22,1,0,0,low
Orange,2,Saturday,0,4,0,1,low
Orange,2,Saturday,2,1,0,0,low
Orange,2,Saturday,6,3,0,1,low
Orange,2,Saturday,10,2,0,0,low
Orange,2,Saturday,12,3,0,0,low
Orange,2,Saturday,14,5,1,1,low
Orange,2,Saturday,16,1,0,1,low
Orange,2,Saturday,18,2,0,0,low
Orange,2,Saturday,20,1,0,1,low
Orange,2,Sunday,0,2,0,1,low
Orange,2,Sunday,2,2,0,0,low
Orange,2,Sunday,6,1,0,1,low
Orange,2,Sunday,8,1,0,1,low
Orange,2,Sunday,10,4,1,1,low
Orange,2,Sunday,12,1,0,0,low
Orange,2,Sunday,14,3,0,1,low
Orange,2,Sunday,16,1,0,0,low
Orange,2,Sunday,20,3,0,1,low
Orange,2,Sunday,22,1,0,1,low
Orange,2,Thursday,4,1,0,0,low
Orange,2,Thursday,6,4,0,0,low
Orange,2,Thursday,8,2,0,1,low
Orange,2,Thursday,12,2,0,0,low
Orange,2,Thursday,14,3,0,1,low
Orange,2,Thursday,16,3,0,0,low
Orange,2,Thursday,18,3,0,1,low
Orange,2,Tuesday,6,2,0,0,low
Orange,2,Tuesday,8,2,0,0,low
Orange,2,Tuesday,10,2,0,1,low
Orange,2,Tuesday,12,3,0,0,low
Orange,2,Tuesday,14,1,0,0,low
Orange,2,Tuesday,16,1,0,0,low
Orange,2,Tuesday,20,1,0,0,low
Orange,2,Wednesday,6,3,0,2,low
Orange,2,Wednesday,8,4,0,1,low
Orange,2,Wednesday,10,1,0,0,low
Orange,2,Wednesday,12,4,0,4,low
Orange,2,Wednesday,16,1,0,0,low
Orange,2,Wednesday,20,4,1,1,low
Orange,2,Wednesday,22,1,0,0,low
Orange,3,Friday,8,2,0,1,low
Orange,3,Friday,10,1,0,0,low
Orange,3,Friday,12,3,0,0,low
Orange,3,Friday,14,3,0,0,low
Orange,3,Friday,16,4,0,1,low
Orange,3,Friday,20,3,0,1,low
Orange,3,Friday,22,3,0,0,low
Orange,3,Monday,0,2,0,0,low
Orange,3,Monday,4,1,0,0,low
Orange,3,Monday,6,1,0,0,low
Orange,3,Monday,8,3,0,1,low
Orange,3,Monday,10,1,1,0,low
Orange,3,Monday,14,2,0,0,low
Orange,3,Monday,16,5,0,2,low
Orange,3,Monday,20,1,0,0,low
Orange,3,Saturday,0,1,0,0,low
Orange,3,Saturday,2,2,0,0,low
Orange,3,Saturday,4,1,0,0,low
Orange,3,Saturday,8,3,0,1,low
Orange,3,Saturday,10,2,0,0,low
Orange,3,Saturday,12,1,0,0,low
Orange,3,Saturday,14,3,0,0,low
Orange,3,Saturday,16,3,0,0,low
Orange,3,Saturday,20,2,0,1,low
Orange,3,Saturday,22,2,0,0,low
Orange,3,Sunday,0,2,0,0,low
Orange,3,Sunday,2,1,0,0,low
Orange,3,Sunday,10,1,0,1,low
Orange,3,Sunday,12,3,0,1,low
Orange,3,Sunday,14,2,0,2,low
Orange,3,Sunday,16,1,0,0,low
Orange,3,Sunday,20,2,0,1,low
Orange,3,Thursday,0,3,0,1,low
Orange,3,Thursday,2,1,0,0,low
Orange,3,Thursday,6,3,0,0,low
Orange,3,Thursday,8,6,0,2,medium
Orange,3,Thursday,10,3,0,0,low
Orange,3,Thursday,12,3,0,2,low
Orange,3,Thursday,14,1,0,0,low
Orange,3,Thursday,16,2,0,0,low
Orange,3,Thursday,18,2,0,1,low
Orange,3,Thursday,20,2,0,0,low
Orange,3,Tuesday,4,3,0,0,low
Orange,3,Tuesday,6,4,1,2,low
Orange,3,Tuesday,8,1,0,1,low
Orange,3,Tuesday,10,2,1,0,low
Orange,3,Tuesday,12,3,0,0,low
Orange,3,Tuesday,14,2,0,0,low
Orange,3,Tuesday,16,2,0,1,low
Orange,3,Tuesday,18,1,0,1,low
Orange,3,Tuesday,20,1,0,1,low
Orange,3,Tuesday,22,1,0,1,low
Orange,3,Wednesday,2,2,0,0,low
Orange,3,Wednesday,6,3,0,0,low
Orange,3,Wednesday,8,4,0,1,low
Orange,3,Wednesday,10,4,0,1,low
Orange,3,Wednesday,14,4,0,1,low
Orange,3,Wednesday,16,3,0,0,low
Orange,3,Wednesday,20,3,0,2,low
Orange,3,Wednesday,22,2,0,1,low
Orange,4,Friday,0,1,0,0,low
Orange,4,Friday,2,1,0,0,low
Orange,4,Friday,4,1,0,0,low
Orange,4,Friday,6,2,0,0,low
Orange,4,Friday,8,2,0,0,low
Orange,4,Friday,10,2,1,0,low
Orange,4,Friday,12,5,0,3,low
Orange,4,Friday,14,3,0,1,low
Orange,4,Friday,16,5,0,3,low
Orange,4,Friday,18,2,0,0,low
Orange,4,Monday,6,1,0,0,low
Orange,4,Monday,12,1,0,0,low
Orange,4,Monday,14,3,0,1,low
Orange,4,Monday,16,5,1,0,low
Orange,4,Monday,18,1,0,0,low
Orange,4,Monday,22,2,0,1,low
Orange,4,Saturday,0,1,0,0,low
Orange,4,Saturday,4,2,0,0,low
Orange,4,Saturday,8,2,0,1,low
Orange,4,Saturday,10,2,0,1,low
Orange,4,Saturday,12,4,0,0,low
Orange,4,Saturday,14,1,0,1,low
Orange,4,Saturday,16,1,0,0,low
Orange,4,Saturday,18,4,2,0,low
Orange,4,Saturday,20,3,0,0,low
Orange,4,Sunday,2,2,0,0,low
Orange,4,Sunday,4,1,0,0,low
Orange,4,Sunday,6,1,0,0,low
Orange,4,Sunday,10,3,0,0,low
Orange,4,Sunday,12,2,0,1,low
Orange,4,Sunday,16,1,0,1,low
Orange,4,Sunday,18,1,0,0,low
Orange,4,Sunday,20,2,0,0,low
Orange,4,Sunday,22,2,0,1,low
Orange,4,Thursday,6,1,0,0,low
Orange,4,Thursday,8,3,0,0,low
Orange,4,Thursday,12,1,0,0,low
Orange,4,Thursday,14,1,0,0,low
Orange,4,Thursday,16,5,1,1,low
Orange,4,Thursday,18,3,0,1,low
Orange,4,Thursday,20,3,0,2,low
Orange,4,Tuesday,6,1,0,1,low
Orange,4,Tuesday,8,2,0,1,low
Orange,4,Tuesday,10,1,0,0,low
Orange,4,Tuesday,12,1,0,0,low
Orange,4,Tuesday,14,2,0,1,low
Orange,4,Tuesday,16,3,0,0,low
Orange,4,Tuesday,18,2,0,0,low
Orange,4,Tuesday,22,1,0,0,low
Orange,4,Wednesday,0,1,0,0,low
Orange,4,Wednesday,6,2,0,0,low
Orange,4,Wednesday,10,3,0,2,low
Orange,4,Wednesday,12,4,0,2,low
Orange,4,Wednesday,14,4,0,2,low
Orange,4,Wednesday,16,2,0,0,low
Orange,4,Wednesday,18,2,0,0,low
Orange,4,Wednesday,20,1,0,0,low
Orange,5,Friday,4,1,0,0,low
Orange,5,Friday,6,5,0,1,low
Orange,5,Friday,8,1,0,0,low
Orange,5,Friday,10,2,0,0,low
Orange,5,Friday,12,2,0,0,low
Orange,5,Friday,14,3,0,0,low
Orange,5,Friday,16,4,0,2,low
Orange,5,Friday,18,2,0,1,low
Orange,5,Friday,20,3,1,0,low
Orange,5,Friday,22,7,0,1,medium
Orange,5,Monday,4,2,0,2,low
Orange,5,Monday,6,1,0,1,low
Orange,5,Monday,8,3,0,1,low
Orange,5,Monday,10,5,0,1,low
Orange,5,Monday,12,2,0,0,low
Orange,5,Monday,14,1,0,0,low
Orange,5,Monday,16,2,0,1,low
Orange,5,Monday,18,3,0,0,low
Orange,5,Monday,20,1,0,1,low
Orange,5,Monday,22,1,0,0,low
Orange,5,Saturday,0,2,0,2,low
Orange,5,Saturday,6,4,0,0,low
Orange,5,Saturday,8,1,0,0,low
Orange,5,Saturday,12,4,0,0,low
Orange,5,Saturday,14,6,0,1,medium
Orange,5,Saturday,16,2,0,1,low
Orange,5,Saturday,20,1,0,0,low
Orange,5,Saturday,22,1,0,1,low
Orange,5,Sunday,0,3,0,0,low
Orange,5,Sunday,8,2,0,1,low
Orange,5,Sunday,10,3,0,0,low
Orange,5,Sunday,12,1,0,1,low
Orange,5,Sunday,14,2,1,1,low
Orange,5,Sunday,16,4,0,0,low
Orange,5,Sunday,18,3,0,0,low
Orange,5,Thursday,0,1,0,0,low
Orange,5,Thursday,4,1,0,0,low
Orange,5,Thursday,8,3,0,0,low
Orange,5,Thursday,10,1,0,0,low
Orange,5,Thursday,12,3,0,2,low
Orange,5,Thursday,14,3,0,1,low
Orange,5,Thursday,16,3,0,1,low
Orange,5,Thursday,18,3,0,0,low
Orange,5,Tuesday,0,1,0,0,low
Orange,5,Tuesday,6,3,1,1,low
Orange,5,Tuesday,8,3,0,2,low
Orange,5,Tuesday,10,5,0,0,low
Orange,5,Tuesday,12,3,0,1,low
Orange,5,Tuesday,14,1,0,0,low
Orange,5,Tuesday,16,2,0,1,low
Orange,5,Tuesday,18,2,0,1,low
Orange,5,Tuesday,20,1,0,0,low
Orange,5,Wednesday,2,1,0,0,low
Orange,5,Wednesday,4,1,0,0,low
Orange,5,Wednesday,8,4,0,0,low
Orange,5,Wednesday,10,3,1,0,low
Orange,5,Wednesday,12,3,0,2,low
Orange,5,Wednesday,14,3,0,0,low
Orange,5,Wednesday,18,3,0,0,low
Orange,6,Friday,0,1,0,0,low
Orange,6,Friday,2,1,0,0,low
Orange,6,Friday,4,1,0,0,low
Orange,6,Friday,6,3,0,0,low
Orange,6,Friday,8,3,0,1,low
Orange,6,Friday,14,2,0,0,low
Orange,6,Friday,16,4,0,1,low
Orange,6,Friday,20,1,0,0,low
Orange,6,Friday,22,2,0,0,low
Orange,6,Monday,0,1,0,0,low
Orange,6,Monday,4,2,0,0,low
Orange,6,Monday,8,1,0,0,low
Orange,6,Monday,10,2,0,0,low
Orange,6,Monday,12,3,0,0,low
Orange,6,Monday,14,1,0,0,low
Orange,6,Monday,16,3,0,0,low
Orange,6,Monday,18,3,0,1,low
Orange,6,Monday,22,1,0,0,low
Orange,6,Saturday,0,1,0,1,low
Orange,6,Saturday,2,1,0,0,low
Orange,6,Saturday,8,1,0,0,low
Orange,6,Saturday,10,2,0,0,low
Orange,6,Saturday,12,5,0,0,low
Orange,6,Saturday,14,5,0,1,low
Orange,6,Saturday,16,3,0,1,low
Orange,6,Saturday,18,3,1,0,low
Orange,6,Saturday,20,5,0,1,low
Orange,6,Saturday,22,1,0,0,low
Orange,6,Sunday,0,3,0,1,low
Orange,6,Sunday,6,1,0,0,low
Orange,6,Sunday,8,1,1,0,low
Orange,6,Sunday,10,2,0,0,low
Orange,6,Sunday,12,1,0,0,low
Orange,6,Sunday,14,2,0,0,low
Orange,6,Sunday,16,4,0,0,low
Orange,6,Sunday,18,2,0,0,low
Orange,6,Thursday,2,2,0,0,low
Orange,6,Thursday,4,1,0,0,low
Orange,6,Thursday,6,2,1,1,low
Orange,6,Thursday,8,2,0,0,low
Orange,6,Thursday,10,2,0,0,low
Orange,6,Thursday,12,3,0,1,low
Orange,6,Thursday,14,4,0,1,low
Orange,6,Thursday,16,4,0,0,low
Orange,6,Thursday,18,2,0,0,low
Orange,6,Thursday,20,1,0,0,low
Orange,6,Thursday,22,1,0,0,low
Orange,6,Tuesday,0,1,0,0,low
Orange,6,Tuesday,4,1,0,0,low
Orange,6,Tuesday,6,2,0,1,low
Orange,6,Tuesday,8,3,0,1,low
Orange,6,Tuesday,10,1,0,0,low
Orange,6,Tuesday,12,1,0,0,low
Orange,6,Tuesday,14,4,0,2,low
Orange,6,Tuesday,16,8,1,1,medium
Orange,6,Tuesday,18,2,0,0,low
Orange,6,Tuesday,20,2,0,0,low
Orange,6,Tuesday,22,1,0,0,low
Orange,6,Wednesday,0,2,0,1,low
Orange,6,Wednesday,6,2,0,0,low
Orange,6,Wednesday,8,5,0,0,low
Orange,6,Wednesday,14,2,0,0,low
Orange,6,Wednesday,16,2,0,0,low
Orange,6,Wednesday,18,1,0,1,low
Orange,6,Wednesday,20,2,0,1,low
Orange,7,Friday,6,2,0,0,low
Orange,7,Friday,8,2,0,0,low
Orange,7,Friday,14,4,0,1,low
Orange,7,Friday,16,3,0,1,low
Orange,7,Friday,18,3,0,0,low
Orange,7,Friday,20,3,1,2,low
Orange,7,Friday,22,3,0,0,low
Orange,7,Monday,2,1,1,0,low
Orange,7,Monday,4,2,0,1,low
Orange,7,Monday,6,1,0,1,low
Orange,7,Monday,8,1,0,0,low
Orange,7,Monday,12,3,2,1,low
Orange,7,Monday,14,1,0,1,low
Orange,7,Monday,16,4,0,0,low
Orange,7,Monday,18,2,0,0,low
Orange,7,Saturday,2,1,0,0,low
Orange,7,Saturday,6,2,0,0,low
Orange,7,Saturday,8,2,0,0,low
Orange,7,Saturday,10,2,0,0,low
Orange,7,Saturday,12,3,0,1,low
Orange,7,Saturday,14,5,1,0,low
Orange,7,Saturday,18,2,0,0,low
Orange,7,Saturday,22,2,0,1,low
Orange,7,Sunday,0,2,1,2,low
Orange,7,Sunday,2,2,0,2,low
Orange,7,Sunday,4,1,0,0,low
Orange,7,Sunday,6,2,0,0,low
Orange,7,Sunday,8,1,0,0,low
Orange,7,Sunday,12,3,0,0,low
Orange,7,Sunday,14,1,0,1,low
Orange,7,Sunday,18,3,0,1,low
Orange,7,Sunday,20,1,0,0,low
Orange,7,Thursday,2,1,0,0,low
Orange,7,Thursday,6,2,0,1,low
Orange,7,Thursday,8,2,0,0,low
Orange,7,Thursday,10,1,0,0,low
Orange,7,Thursday,12,4,0,0,low
Orange,7,Thursday,16,2,0,0,low
Orange,7,Thursday,18,2,0,0,low
Orange,7,Tuesday,2,1,0,0,low
Orange,7,Tuesday,6,1,0,1,low
Orange,7,Tuesday,8,3,0,0,low
Orange,7,Tuesday,10,1,0,0,low
Orange,7,Tuesday,12,3,0,0,low
Orange,7,Tuesday,14,3,0,0,low
Orange,7,Tuesday,16,4,1,1,low
Orange,7,Tuesday,18,1,0,0,low
Orange,7,Tuesday,22,1,0,0,low
Orange,7,Wednesday,0,1,0,0,low
Orange,7,Wednesday,4,3,0,1,low
Orange,7,Wednesday,6,2,0,0,low
Orange,7,Wednesday,8,4,0,1,low
Orange,7,Wednesday,10,2,0,1,low
Orange,7,Wednesday,12,1,0,0,low
Orange,7,Wednesday,16,3,0,0,low
Orange,7,Wednesday,18,1,0,0,low
Orange,8,Friday,0,1,0,0,low
Orange,8,Friday,6,2,0,1,low
Orange,8,Friday,8,2,0,1,low
Orange,8,Friday,10,4,0,0,low
Orange,8,Friday,12,3,0,0,low
Orange,8,Friday,14,2,0,2,low
Orange,8,Friday,16,4,0,1,low
Orange,8,Friday,18,3,0,1,low
Orange,8,Friday,20,1,0,0,low
Orange,8,Friday,22,4,0,0,low
Orange,8,Monday,4,1,0,0,low
Orange,8,Monday,8,2,0,0,low
Orange,8,Monday,10,1,0,0,low
Orange,8,Monday,14,2,0,0,low
Orange,8,Monday,16,2,0,0,low
Orange,8,Monday,18,2,0,0,low
Orange,8,Saturday,0,2,0,1,low
Orange,8,Saturday,2,1,0,0,low
Orange,8,Saturday,4,1,0,0,low
Orange,8,Saturday,6,1,0,0,low
Orange,8,Saturday,8,2,0,0,low
Orange,8,Saturday,10,3,0,1,low
Orange,8,Saturday,12,1,0,1,low
Orange,8,Saturday,14,3,0,1,low
Orange,8,Saturday,16,5,0,2,low
Orange,8,Saturday,18,2,0,0,low
Orange,8,Saturday,20,4,0,1,low
Orange,8,Saturday,22,1,0,0,low
Orange,8,Sunday,0,4,0,2,low
Orange,8,Sunday,2,2,0,1,low
Orange,8,Sunday,4,2,0,0,low
Orange,8,Sunday,8,2,0,0,low
Orange,8,Sunday,12,3,0,0,low
Orange,8,Sunday,14,3,0,2,low
Orange,8,Sunday,16,2,0,1,low
Orange,8,Sunday,18,1,0,0,low
Orange,8,Sunday,20,1,0,0,low
Orange,8,Thursday,2,1,0,0,low
Orange,8,Thursday,4,1,0,0,low
Orange,8,Thursday,6,3,0,0,low
Orange,8,Thursday,8,2,0,0,low
Orange,8,Thursday,10,1,0,1,low
Orange,8,Thursday,12,2,0,0,low
Orange,8,Thursday,14,4,0,2,low
Orange,8,Thursday,16,2,0,0,low
Orange,8,Thursday,18,1,0,0,low
Orange,8,Thursday,20,5,0,3,low
Orange,8,Tuesday,0,2,0,0,low
Orange,8,Tuesday,2,1,0,0,low
Orange,8,Tuesday,4,1,0,0,low
Orange,8,Tuesday,6,1,0,0,low
Orange,8,Tuesday,8,1,0,0,low
Orange,8,Tuesday,10,2,1,0,low
Orange,8,Tuesday,12,2,0,0,low
Orange,8,Tuesday,14,2,0,1,low
Orange,8,Tuesday,16,3,0,0,low
Orange,8,Tuesday,18,2,0,0,low
Orange,8,Wednesday,2,1,0,0,low
Orange,8,Wednesday,4,2,1,0,low
Orange,8,Wednesday,6,1,0,0,low
Orange,8,Wednesday,8,1,0,0,low
Orange,8,Wednesday,10,4,0,1,low
Orange,8,Wednesday,12,4,0,2,low
Orange,8,Wednesday,14,4,0,2,low
Orange,8,Wednesday,16,2,0,0,low
Orange,8,Wednesday,20,1,0,0,low
Orange,8,Wednesday,22,4,0,0,low
Orange,9,Friday,6,2,0,0,low
Orange,9,Friday,8,3,0,0,low
Orange,9,Friday,10,2,0,1,low
Orange,9,Friday,14,2,0,0,low
Orange,9,Friday,16,2,0,0,low
Orange,9,Friday,18,1,0,0,low
Orange,9,Friday,22,2,0,0,low
Orange,9,Monday,2,1,0,0,low
Orange,9,Monday,8,2,0,1,low
Orange,9,Monday,10,3,0,3,low
