location,month,day_of_week,hour,crash_risk_count,fatal_crashes,serious_crashes,crash_risk_level
Byron Bay,1,Friday,18,2,0,0,low
Byron Bay,1,Friday,20,3,0,1,low
Byron Bay,1,Friday,22,4,0,1,low
Byron Bay,1,Monday,0,2,0,1,low
Byron Bay,1,Monday,4,1,0,0,low
Byron Bay,1,Monday,6,4,0,3,low
Byron Bay,1,Monday,8,5,0,3,low
Byron Bay,1,Monday,10,3,0,1,low
Byron Bay,1,Monday,12,4,0,1,low
Byron Bay,1,Monday,14,6,0,4,medium
Byron Bay,1,Monday,16,8,0,1,medium
Byron Bay,1,Monday,18,4,0,1,low
Byron Bay,1,Monday,20,2,0,0,low
Byron Bay,1,Monday,22,2,0,1,low
Byron Bay,1,Saturday,0,2,0,0,low
Byron Bay,1,Saturday,2,1,0,0,low
Byron Bay,1,Saturday,4,2,0,0,low
Byron Bay,1,Saturday,6,2,0,2,low
Byron Bay,1,Saturday,8,1,0,0,low
Byron Bay,1,Saturday,10,2,0,0,low
Byron Bay,1,Saturday,12,3,0,1,low
Byron Bay,1,Saturday,14,8,1,1,medium
Byron Bay,1,Saturday,16,8,0,2,medium
Byron Bay,1,Saturday,18,1,0,0,low
Byron Bay,1,Saturday,20,4,0,1,low
Byron Bay,1,Saturday,22,2,0,2,low
Byron Bay,1,Sunday,0,3,0,1,low
Byron Bay,1,Sunday,2,2,0,0,low
Byron Bay,1,Sunday,4,2,0,0,low
Byron Bay,1,Sunday,6,3,0,0,low
Byron Bay,1,Sunday,8,1,0,1,low
Byron Bay,1,Sunday,10,4,0,0,low
Byron Bay,1,Sunday,12,6,0,3,medium
Byron Bay,1,Sunday,14,4,0,2,low
Byron Bay,1,Sunday,16,8,0,3,medium
Byron Bay,1,Sunday,18,3,0,0,low
Byron Bay,1,Sunday,20,2,0,1,low
Byron Bay,1,Sunday,22,1,0,0,low
Byron Bay,1,Thursday,0,1,0,0,low
Byron Bay,1,Thursday,2,2,0,0,low
Byron Bay,1,Thursday,6,3,0,0,low
Byron Bay,1,Thursday,8,3,0,0,low
Byron Bay,1,Thursday,10,5,0,2,low
Byron Bay,1,Thursday,12,7,0,2,medium
Byron Bay,1,Thursday,14,2,0,1,low
Byron Bay,1,Thursday,16,3,0,0,low
Byron Bay,1,Thursday,18,4,0,0,low
Byron Bay,1,Thursday,20,4,0,0,low
Byron Bay,1,Thursday,22,1,0,0,low
Byron Bay,1,Tuesday,0,3,0,0,low
Byron Bay,1,Tuesday,2,1,0,0,low
Byron Bay,1,Tuesday,6,3,0,0,low
Byron Bay,1,Tuesday,8,1,0,0,low
Byron Bay,1,Tuesday,10,7,0,2,medium
Byron Bay,1,Tuesday,12,3,0,0,low
Byron Bay,1,Tuesday,14,6,0,4,medium
Byron Bay,1,Tuesday,16,3,0,1,low
Byron Bay,1,Tuesday,18,4,0,3,low
Byron Bay,1,Tuesday,20,4,0,1,low
Byron Bay,1,Tuesday,22,2,0,0,low
Byron Bay,1,Wednesday,0,2,0,0,low
Byron Bay,1,Wednesday,2,1,0,0,low
Byron Bay,1,Wednesday,4,4,0,0,low
Byron Bay,1,Wednesday,6,2,0,0,low
Byron Bay,1,Wednesday,8,2,0,0,low
Byron Bay,1,Wednesday,10,7,0,1,medium
Byron Bay,1,Wednesday,12,9,0,3,medium
Byron Bay,1,Wednesday,14,4,0,0,low
Byron Bay,1,Wednesday,16,7,0,2,medium
Byron Bay,1,Wednesday,18,2,0,0,low
Byron Bay,1,Wednesday,22,2,0,1,low
Byron Bay,2,Friday,0,1,0,0,low
Byron Bay,2,Friday,2,1,0,0,low
Byron Bay,2,Friday,4,2,0,1,low
Byron Bay,2,Friday,6,5,0,2,low
Byron Bay,2,Friday,8,5,0,0,low
Byron Bay,2,Friday,10,8,0,1,medium
Byron Bay,2,Friday,12,4,0,1,low
Byron Bay,2,Friday,14,2,0,0,low
Byron Bay,2,Friday,16,6,0,1,medium
Byron Bay,2,Friday,18,3,0,0,low
Byron Bay,2,Friday,20,6,0,1,medium
Byron Bay,2,Friday,22,4,0,1,low
Byron Bay,2,Monday,0,1,0,0,low
Byron Bay,2,Monday,4,1,1,0,low
Byron Bay,2,Monday,6,2,1,0,low
Byron Bay,2,Monday,8,4,0,2,low
Byron Bay,2,Monday,10,3,0,1,low
Byron Bay,2,Monday,12,9,0,1,medium
Byron Bay,2,Monday,14,8,1,4,medium
Byron Bay,2,Monday,16,3,0,1,low
Byron Bay,2,Monday,18,2,0,1,low
Byron Bay,2,Monday,20,2,0,0,low
Byron Bay,2,Saturday,0,5,0,1,low
Byron Bay,2,Saturday,2,4,0,1,low
Byron Bay,2,Saturday,4,2,0,1,low
Byron Bay,2,Saturday,6,1,0,0,low
Byron Bay,2,Saturday,8,3,0,1,low
Byron Bay,2,Saturday,10,10,0,5,medium
Byron Bay,2,Saturday,12,4,0,0,low
Byron Bay,2,Saturday,14,4,0,2,low
Byron Bay,2,Saturday,16,5,0,1,low
Byron Bay,2,Saturday,18,2,0,0,low
Byron Bay,2,Saturday,20,2,0,0,low
Byron Bay,2,Saturday,22,2,0,1,low
Byron Bay,2,Sunday,0,2,0,0,low
Byron Bay,2,Sunday,2,2,0,1,low
Byron Bay,2,Sunday,4,2,0,0,low
Byron Bay,2,Sunday,6,1,0,0,low
Byron Bay,2,Sunday,8,3,0,0,low
Byron Bay,2,Sunday,10,5,0,2,low
Byron Bay,2,Sunday,12,2,0,1,low
Byron Bay,2,Sunday,14,8,0,1,medium
Byron Bay,2,Sunday,16,1,0,1,low
Byron Bay,2,Sunday,18,1,0,0,low
Byron Bay,2,Sunday,20,4,0,0,low
Byron Bay,2,Sunday,22,5,0,0,low
Byron Bay,2,Thursday,4,3,0,1,low
Byron Bay,2,Thursday,6,2,0,1,low
Byron Bay,2,Thursday,8,5,0,0,low
Byron Bay,2,Thursday,10,1,0,0,low
Byron Bay,2,Thursday,12,3,0,2,low
Byron Bay,2,Thursday,14,9,0,0,medium
Byron Bay,2,Thursday,16,6,0,2,medium
Byron Bay,2,Thursday,18,4,0,0,low
Byron Bay,2,Thursday,20,2,0,0,low
Byron Bay,2,Thursday,22,5,0,2,low
Byron Bay,2,Tuesday,6,4,0,1,low
Byron Bay,2,Tuesday,8,4,0,0,low
Byron Bay,2,Tuesday,10,4,0,2,low
Byron Bay,2,Tuesday,12,3,0,0,low
Byron Bay,2,Tuesday,14,7,0,1,medium
Byron Bay,2,Tuesday,16,9,0,1,medium
Byron Bay,2,Tuesday,18,6,0,0,medium
Byron Bay,2,Tuesday,20,1,0,0,low
Byron Bay,2,Tuesday,22,1,0,0,low
Byron Bay,2,Wednesday,4,2,0,1,low
Byron Bay,2,Wednesday,6,6,0,3,medium
Byron Bay,2,Wednesday,8,3,0,1,low
Byron Bay,2,Wednesday,10,3,0,1,low
Byron Bay,2,Wednesday,12,7,1,2,medium
Byron Bay,2,Wednesday,14,6,0,4,medium
Byron Bay,2,Wednesday,16,1,0,0,low
Byron Bay,2,Wednesday,18,4,0,1,low
Byron Bay,2,Wednesday,20,1,0,1,low
Byron Bay,2,Wednesday,22,3,0,0,low
Byron Bay,3,Friday,2,1,0,0,low
Byron Bay,3,Friday,4,3,2,0,low
Byron Bay,3,Friday,6,8,0,2,medium
Byron Bay,3,Friday,8,5,0,0,low
Byron Bay,3,Friday,10,4,0,1,low
Byron Bay,3,Friday,12,3,0,2,low
Byron Bay,3,Friday,14,5,0,1,low
Byron Bay,3,Friday,16,6,0,0,medium
Byron Bay,3,Friday,18,6,0,2,medium
Byron Bay,3,Friday,20,3,0,0,low
Byron Bay,3,Friday,22,5,0,0,low
Byron Bay,3,Monday,0,1,0,0,low
Byron Bay,3,Monday,4,2,0,0,low
Byron Bay,3,Monday,6,8,0,1,medium
Byron Bay,3,Monday,8,4,0,0,low
Byron Bay,3,Monday,10,6,1,2,medium
Byron Bay,3,Monday,12,2,0,1,low
Byron Bay,3,Monday,14,6,0,2,medium
Byron Bay,3,Monday,16,7,1,2,medium
Byron Bay,3,Monday,18,3,0,0,low
Byron Bay,3,Monday,20,7,0,3,medium
Byron Bay,3,Saturday,0,5,0,1,low
Byron Bay,3,Saturday,2,2,0,0,low
Byron Bay,3,Saturday,4,3,0,0,low
Byron Bay,3,Saturday,6,1,0,0,low
Byron Bay,3,Saturday,8,2,0,1,low
Byron Bay,3,Saturday,10,5,0,2,low
Byron Bay,3,Saturday,12,4,0,2,low
Byron Bay,3,Saturday,14,5,0,2,low
Byron Bay,3,Saturday,16,5,0,1,low
Byron Bay,3,Saturday,18,2,0,1,low
Byron Bay,3,Saturday,20,8,0,2,medium
Byron Bay,3,Saturday,22,5,0,1,low
Byron Bay,3,Sunday,0,2,0,0,low
Byron Bay,3,Sunday,2,1,0,0,low
Byron Bay,3,Sunday,4,3,0,1,low
Byron Bay,3,Sunday,6,4,0,1,low
Byron Bay,3,Sunday,8,3,0,1,low
Byron Bay,3,Sunday,10,7,0,2,medium
Byron Bay,3,Sunday,12,2,0,0,low
Byron Bay,3,Sunday,14,3,0,2,low
Byron Bay,3,Sunday,16,4,0,1,low
Byron Bay,3,Sunday,18,5,0,1,low
Byron Bay,3,Sunday,20,3,0,0,low
Byron Bay,3,Sunday,22,1,0,0,low
Byron Bay,3,Thursday,0,2,0,1,low
Byron Bay,3,Thursday,2,2,0,0,low
Byron Bay,3,Thursday,4,2,0,0,low
Byron Bay,3,Thursday,6,6,0,0,medium
Byron Bay,3,Thursday,8,3,0,1,low
Byron Bay,3,Thursday,10,4,0,0,low
Byron Bay,3,Thursday,12,7,0,2,medium
Byron Bay,3,Thursday,14,4,0,2,low
Byron Bay,3,Thursday,16,4,0,1,low
Byron Bay,3,Thursday,18,1,0,0,low
Byron Bay,3,Thursday,20,2,0,1,low
Byron Bay,3,Tuesday,2,1,0,0,low
Byron Bay,3,Tuesday,4,3,0,1,low
Byron Bay,3,Tuesday,6,5,0,1,low
Byron Bay,3,Tuesday,8,6,0,2,medium
Byron Bay,3,Tuesday,10,4,0,2,low
Byron Bay,3,Tuesday,12,7,0,0,medium
Byron Bay,3,Tuesday,14,4,0,1,low
Byron Bay,3,Tuesday,16,8,0,0,medium
Byron Bay,3,Tuesday,18,8,0,2,medium
Byron Bay,3,Tuesday,20,1,0,0,low
Byron Bay,3,Wednesday,0,1,0,0,low
Byron Bay,3,Wednesday,2,1,0,0,low
Byron Bay,3,Wednesday,4,1,1,0,low
Byron Bay,3,Wednesday,6,6,0,2,medium
Byron Bay,3,Wednesday,8,6,0,1,medium
Byron Bay,3,Wednesday,10,7,0,0,medium
Byron Bay,3,Wednesday,12,6,1,0,medium
Byron Bay,3,Wednesday,14,7,1,0,medium
Byron Bay,3,Wednesday,16,4,0,3,low
Byron Bay,3,Wednesday,18,4,0,0,low
Byron Bay,3,Wednesday,20,4,0,0,low
Byron Bay,4,Friday,0,1,0,0,low
Byron Bay,4,Friday,2,3,0,0,low
Byron Bay,4,Friday,4,1,0,0,low
Byron Bay,4,Friday,6,3,0,2,low
Byron Bay,4,Friday,8,3,0,0,low
Byron Bay,4,Friday,10,6,0,3,medium
Byron Bay,4,Friday,12,7,0,3,medium
Byron Bay,4,Friday,14,9,0,3,medium
Byron Bay,4,Friday,16,5,0,0,low
Byron Bay,4,Friday,18,4,0,3,low
Byron Bay,4,Friday,20,4,0,1,low
Byron Bay,4,Friday,22,4,0,2,low
Byron Bay,4,Monday,0,1,0,0,low
Byron Bay,4,Monday,2,1,0,0,low
Byron Bay,4,Monday,6,3,0,0,low
Byron Bay,4,Monday,8,7,0,1,medium
Byron Bay,4,Monday,10,10,0,3,medium
Byron Bay,4,Monday,12,6,0,2,medium
Byron Bay,4,Monday,14,7,1,1,medium
Byron Bay,4,Monday,16,10,1,1,medium
Byron Bay,4,Monday,18,3,0,2,low
Byron Bay,4,Monday,20,1,0,1,low
Byron Bay,4,Monday,22,1,0,0,low
Byron Bay,4,Saturday,0,1,0,1,low
Byron Bay,4,Saturday,4,2,0,0,low
Byron Bay,4,Saturday,6,1,0,1,low
Byron Bay,4,Saturday,8,9,0,1,medium
Byron Bay,4,Saturday,10,4,1,1,low
Byron Bay,4,Saturday,12,4,2,0,low
Byron Bay,4,Saturday,14,9,1,1,medium
Byron Bay,4,Saturday,16,3,0,0,low
Byron Bay,4,Saturday,18,3,1,0,low
Byron Bay,4,Saturday,20,8,0,0,medium
Byron Bay,4,Saturday,22,5,0,2,low
Byron Bay,4,Sunday,0,5,0,0,low
Byron Bay,4,Sunday,2,3,0,0,low
Byron Bay,4,Sunday,4,4,0,0,low
Byron Bay,4,Sunday,6,1,0,1,low
Byron Bay,4,Sunday,8,2,1,1,low
Byron Bay,4,Sunday,10,6,0,1,medium
Byron Bay,4,Sunday,12,6,0,1,medium
Byron Bay,4,Sunday,14,6,0,2,medium
Byron Bay,4,Sunday,16,4,0,1,low
Byron Bay,4,Sunday,18,7,0,2,medium
Byron Bay,4,Sunday,20,3,0,0,low
Byron Bay,4,Sunday,22,4,0,0,low
Byron Bay,4,Thursday,0,1,0,0,low
Byron Bay,4,Thursday,2,1,0,0,low
Byron Bay,4,Thursday,4,3,0,0,low
Byron Bay,4,Thursday,6,1,0,0,low
Byron Bay,4,Thursday,8,4,0,0,low
Byron Bay,4,Thursday,10,4,1,2,low
Byron Bay,4,Thursday,12,2,0,2,low
Byron Bay,4,Thursday,14,7,0,3,medium
Byron Bay,4,Thursday,16,8,0,1,medium
Byron Bay,4,Thursday,18,6,0,0,medium
Byron Bay,4,Thursday,20,1,0,0,low
Byron Bay,4,Thursday,22,2,0,1,low
Byron Bay,4,Tuesday,2,1,0,0,low
Byron Bay,4,Tuesday,4,1,0,0,low
Byron Bay,4,Tuesday,6,4,0,1,low
Byron Bay,4,Tuesday,8,6,0,1,medium
Byron Bay,4,Tuesday,10,6,0,4,medium
Byron Bay,4,Tuesday,12,2,0,2,low
Byron Bay,4,Tuesday,14,2,0,0,low
Byron Bay,4,Tuesday,16,7,0,2,medium
Byron Bay,4,Tuesday,18,2,0,0,low
Byron Bay,4,Tuesday,20,2,0,0,low
Byron Bay,4,Tuesday,22,1,0,0,low
Byron Bay,4,Wednesday,0,1,0,0,low
Byron Bay,4,Wednesday,4,1,0,0,low
Byron Bay,4,Wednesday,6,4,0,1,low
Byron Bay,4,Wednesday,8,4,0,1,low
Byron Bay,4,Wednesday,10,6,0,3,medium
Byron Bay,4,Wednesday,12,6,0,1,medium
Byron Bay,4,Wednesday,14,3,0,1,low
Byron Bay,4,Wednesday,16,6,0,0,medium
Byron Bay,4,Wednesday,18,7,0,0,medium
Byron Bay,4,Wednesday,20,3,0,2,low
Byron Bay,4,Wednesday,22,3,0,0,low
Byron Bay,5,Friday,0,1,0,0,low
Byron Bay,5,Friday,2,1,0,0,low
Byron Bay,5,Friday,4,2,0,1,low
Byron Bay,5,Friday,6,2,0,2,low
Byron Bay,5,Friday,8,7,0,0,medium
Byron Bay,5,Friday,10,4,0,1,low
Byron Bay,5,Friday,12,5,0,1,low
Byron Bay,5,Friday,14,10,0,2,medium
Byron Bay,5,Friday,16,8,0,1,medium
Byron Bay,5,Friday,18,9,0,1,medium
Byron Bay,5,Friday,20,2,0,1,low
Byron Bay,5,Friday,22,3,0,0,low
Byron Bay,5,Monday,2,1,0,1,low
Byron Bay,5,Monday,6,4,0,1,low
Byron Bay,5,Monday,8,6,0,3,medium
Byron Bay,5,Monday,10,5,0,3,low
Byron Bay,5,Monday,12,10,0,5,medium
Byron Bay,5,Monday,14,5,0,2,low
Byron Bay,5,Monday,16,9,0,2,medium
Byron Bay,5,Monday,18,3,0,2,low
Byron Bay,5,Monday,20,2,1,0,low
Byron Bay,5,Saturday,0,1,0,0,low
Byron Bay,5,Saturday,2,4,0,3,low
Byron Bay,5,Saturday,4,1,0,0,low
Byron Bay,5,Saturday,6,3,0,0,low
Byron Bay,5,Saturday,8,6,0,1,medium
Byron Bay,5,Saturday,10,6,0,3,medium
Byron Bay,5,Saturday,12,2,0,1,low
Byron Bay,5,Saturday,14,2,0,0,low
Byron Bay,5,Saturday,16,2,0,1,low
Byron Bay,5,Saturday,18,5,0,1,low
Byron Bay,5,Saturday,20,6,0,1,medium
Byron Bay,5,Saturday,22,3,0,0,low
Byron Bay,5,Sunday,0,6,2,0,medium
Byron Bay,5,Sunday,2,2,0,0,low
Byron Bay,5,Sunday,4,1,0,1,low
Byron Bay,5,Sunday,6,3,0,0,low
Byron Bay,5,Sunday,8,5,0,0,low
Byron Bay,5,Sunday,10,8,0,2,medium
Byron Bay,5,Sunday,12,6,0,1,medium
Byron Bay,5,Sunday,14,5,0,3,low
Byron Bay,5,Sunday,16,2,0,1,low
Byron Bay,5,Sunday,18,3,0,1,low
Byron Bay,5,Sunday,20,1,0,0,low
Byron Bay,5,Sunday,22,1,1,1,low
Byron Bay,5,Thursday,0,2,0,1,low
Byron Bay,5,Thursday,6,4,0,1,low
Byron Bay,5,Thursday,8,8,0,1,medium
Byron Bay,5,Thursday,10,5,0,2,low
Byron Bay,5,Thursday,12,7,0,2,medium
Byron Bay,5,Thursday,14,2,1,1,low
Byron Bay,5,Thursday,16,6,1,3,medium
Byron Bay,5,Thursday,18,7,0,0,medium
Byron Bay,5,Thursday,20,4,0,1,low
Byron Bay,5,Thursday,22,4,0,0,low
Byron Bay,5,Tuesday,2,1,0,0,low
Byron Bay,5,Tuesday,4,3,0,1,low
Byron Bay,5,Tuesday,6,6,0,0,medium
Byron Bay,5,Tuesday,8,6,0,3,medium
Byron Bay,5,Tuesday,10,7,0,1,medium
Byron Bay,5,Tuesday,12,7,0,2,medium
Byron Bay,5,Tuesday,14,5,0,2,low
Byron Bay,5,Tuesday,16,9,0,2,medium
Byron Bay,5,Tuesday,18,3,0,0,low
Byron Bay,5,Tuesday,20,1,0,0,low
Byron Bay,5,Tuesday,22,1,0,1,low
Byron Bay,5,Wednesday,0,1,0,0,low
Byron Bay,5,Wednesday,2,1,0,0,low
Byron Bay,5,Wednesday,4,2,0,0,low
Byron Bay,5,Wednesday,6,2,0,0,low
Byron Bay,5,Wednesday,8,11,0,2,medium
Byron Bay,5,Wednesday,10,5,0,0,low
Byron Bay,5,Wednesday,12,4,0,0,low
Byron Bay,5,Wednesday,14,7,0,1,medium
Byron Bay,5,Wednesday,16,4,0,0,low
Byron Bay,5,Wednesday,18,3,1,1,low
Byron Bay,5,Wednesday,20,2,0,1,low
Byron Bay,5,Wednesday,22,1,1,0,low
Byron Bay,6,Friday,0,1,0,0,low
Byron Bay,6,Friday,2,1,0,0,low
Byron Bay,6,Friday,4,3,0,2,low
Byron Bay,6,Friday,6,3,0,1,low
Byron Bay,6,Friday,8,2,0,0,low
Byron Bay,6,Friday,10,2,0,1,low
Byron Bay,6,Friday,12,8,0,1,medium
Byron Bay,6,Friday,14,11,0,2,medium
Byron Bay,6,Friday,16,3,0,1,low
Byron Bay,6,Friday,18,2,0,0,low
Byron Bay,6,Friday,20,3,0,0,low
Byron Bay,6,Friday,22,4,0,0,low
Byron Bay,6,Monday,0,1,0,0,low
Byron Bay,6,Monday,2,2,0,0,low
Byron Bay,6,Monday,6,4,0,1,low
Byron Bay,6,Monday,8,7,0,3,medium
Byron Bay,6,Monday,10,3,0,1,low
Byron Bay,6,Monday,12,4,0,0,low
Byron Bay,6,Monday,14,3,0,2,low
Byron Bay,6,Monday,16,10,0,1,medium
Byron Bay,6,Monday,18,2,0,0,low
Byron Bay,6,Monday,20,1,0,0,low
Byron Bay,6,Monday,22,3,0,0,low
Byron Bay,6,Saturday,2,3,0,0,low
Byron Bay,6,Saturday,4,3,0,0,low
Byron Bay,6,Saturday,6,1,0,0,low
Byron Bay,6,Saturday,8,5,0,0,low
Byron Bay,6,Saturday,10,9,0,4,medium
Byron Bay,6,Saturday,12,9,0,0,medium
Byron Bay,6,Saturday,14,9,0,2,medium
Byron Bay,6,Saturday,16,4,0,2,low
Byron Bay,6,Saturday,18,3,0,1,low
Byron Bay,6,Saturday,20,1,0,0,low
Byron Bay,6,Saturday,22,5,0,1,low
Byron Bay,6,Sunday,0,1,0,0,low
Byron Bay,6,Sunday,2,3,0,0,low
Byron Bay,6,Sunday,4,1,0,0,low
Byron Bay,6,Sunday,6,3,0,0,low
Byron Bay,6,Sunday,8,1,0,0,low
Byron Bay,6,Sunday,10,1,0,0,low
Byron Bay,6,Sunday,12,8,1,2,medium
Byron Bay,6,Sunday,14,7,0,3,medium
Byron Bay,6,Sunday,16,4,0,0,low
Byron Bay,6,Sunday,18,4,0,1,low
Byron Bay,6,Sunday,20,2,0,0,low
Byron Bay,6,Sunday,22,1,0,0,low
Byron Bay,6,Thursday,0,1,0,0,low
Byron Bay,6,Thursday,2,1,0,0,low
Byron Bay,6,Thursday,4,1,0,0,low
Byron Bay,6,Thursday,6,3,0,0,low
Byron Bay,6,Thursday,8,7,0,1,medium
Byron Bay,6,Thursday,10,3,0,0,low
Byron Bay,6,Thursday,12,6,0,0,medium
Byron Bay,6,Thursday,14,7,0,3,medium
Byron Bay,6,Thursday,16,7,0,2,medium
Byron Bay,6,Thursday,18,5,0,1,low
Byron Bay,6,Thursday,20,2,0,1,low
Byron Bay,6,Thursday,22,4,0,1,low
Byron Bay,6,Tuesday,0,3,0,2,low
Byron Bay,6,Tuesday,4,2,0,1,low
Byron Bay,6,Tuesday,6,2,0,0,low
Byron Bay,6,Tuesday,8,7,0,1,medium
Byron Bay,6,Tuesday,10,6,0,2,medium
Byron Bay,6,Tuesday,12,1,0,1,low
Byron Bay,6,Tuesday,14,9,0,3,medium
Byron Bay,6,Tuesday,16,2,0,1,low
Byron Bay,6,Tuesday,18,3,0,1,low
Byron Bay,6,Tuesday,20,1,0,0,low
Byron Bay,6,Tuesday,22,5,0,0,low
Byron Bay,6,Wednesday,0,2,0,1,low
Byron Bay,6,Wednesday,2,2,0,1,low
Byron Bay,6,Wednesday,4,3,0,0,low
Byron Bay,6,Wednesday,6,5,0,1,low
Byron Bay,6,Wednesday,8,7,0,1,medium
Byron Bay,6,Wednesday,10,6,0,4,medium
Byron Bay,6,Wednesday,12,5,0,1,low
Byron Bay,6,Wednesday,14,9,0,2,medium
Byron Bay,6,Wednesday,16,7,1,3,medium
Byron Bay,6,Wednesday,18,1,0,1,low
Byron Bay,6,Wednesday,20,1,0,0,low
Byron Bay,7,Friday,0,3,0,2,low
Byron Bay,7,Friday,2,2,0,0,low
Byron Bay,7,Friday,4,4,0,0,low
Byron Bay,7,Friday,6,2,0,2,low
Byron Bay,7,Friday,8,6,0,2,medium
Byron Bay,7,Friday,10,5,0,2,low
Byron Bay,7,Friday,12,6,1,0,medium
Byron Bay,7,Friday,14,7,1,0,medium
Byron Bay,7,Friday,16,8,0,4,medium
Byron Bay,7,Friday,18,3,0,0,low
Byron Bay,7,Friday,20,1,0,0,low
Byron Bay,7,Friday,22,4,0,0,low
Byron Bay,7,Monday,0,1,0,0,low
Byron Bay,7,Monday,2,1,0,0,low
Byron Bay,7,Monday,4,2,0,1,low
Byron Bay,7,Monday,6,2,0,1,low
Byron Bay,7,Monday,8,5,0,1,low
Byron Bay,7,Monday,10,6,0,3,medium
Byron Bay,7,Monday,12,4,0,0,low
Byron Bay,7,Monday,14,3,0,0,low
Byron Bay,7,Monday,16,3,0,0,low
Byron Bay,7,Monday,18,1,0,0,low
Byron Bay,7,Monday,20,3,0,1,low
Byron Bay,7,Monday,22,1,0,0,low
Byron Bay,7,Saturday,0,3,0,1,low
Byron Bay,7,Saturday,2,5,0,1,low
Byron Bay,7,Saturday,4,3,0,0,low
Byron Bay,7,Saturday,6,4,0,1,low
Byron Bay,7,Saturday,8,2,0,0,low
Byron Bay,7,Saturday,10,9,0,5,medium
Byron Bay,7,Saturday,12,4,0,2,low
Byron Bay,7,Saturday,14,1,0,0,low
Byron Bay,7,Saturday,16,4,1,0,low
Byron Bay,7,Saturday,18,5,0,0,low
Byron Bay,7,Saturday,20,8,0,4,medium
Byron Bay,7,Saturday,22,3,0,0,low
Byron Bay,7,Sunday,0,1,0,1,low
Byron Bay,7,Sunday,2,2,0,0,low
Byron Bay,7,Sunday,4,1,0,0,low
Byron Bay,7,Sunday,6,1,0,0,low
Byron Bay,7,Sunday,8,1,0,1,low
Byron Bay,7,Sunday,10,8,0,2,medium
Byron Bay,7,Sunday,12,7,1,4,medium
Byron Bay,7,Sunday,14,5,0,1,low
Byron Bay,7,Sunday,16,5,1,0,low
Byron Bay,7,Sunday,18,2,0,0,low
Byron Bay,7,Sunday,20,1,0,0,low
Byron Bay,7,Sunday,22,3,1,0,low
Byron Bay,7,Thursday,0,1,0,0,low
Byron Bay,7,Thursday,4,2,0,0,low
Byron Bay,7,Thursday,6,2,0,0,low
Byron Bay,7,Thursday,8,2,0,0,low
Byron Bay,7,Thursday,10,3,0,2,low
Byron Bay,7,Thursday,12,3,0,0,low
Byron Bay,7,Thursday,14,4,0,1,low
Byron Bay,7,Thursday,16,8,0,1,medium
Byron Bay,7,Thursday,18,1,0,0,low
Byron Bay,7,Thursday,20,4,1,1,low
Byron Bay,7,Thursday,22,2,0,1,low
Byron Bay,7,Tuesday,0,1,0,0,low
Byron Bay,7,Tuesday,2,1,0,0,low
Byron Bay,7,Tuesday,4,3,0,2,low
Byron Bay,7,Tuesday,6,3,0,2,low
Byron Bay,7,Tuesday,10,8,1,2,medium
Byron Bay,7,Tuesday,12,8,0,1,medium
Byron Bay,7,Tuesday,14,5,0,2,low
Byron Bay,7,Tuesday,16,5,0,2,low
Byron Bay,7,Tuesday,18,2,0,1,low
Byron Bay,7,Tuesday,20,3,0,0,low
Byron Bay,7,Tuesday,22,2,0,0,low
Byron Bay,7,Wednesday,0,1,0,0,low
Byron Bay,7,Wednesday,6,2,0,1,low
Byron Bay,7,Wednesday,8,5,1,1,low
Byron Bay,7,Wednesday,10,4,0,2,low
Byron Bay,7,Wednesday,12,7,2,1,medium
Byron Bay,7,Wednesday,14,8,1,2,medium
Byron Bay,7,Wednesday,16,8,0,1,medium
Byron Bay,7,Wednesday,18,2,0,0,low
Byron Bay,7,Wednesday,20,6,0,2,medium
Byron Bay,7,Wednesday,22,2,0,1,low
Byron Bay,8,Friday,4,2,0,0,low
Byron Bay,8,Friday,6,4,0,2,low
Byron Bay,8,Friday,8,4,0,1,low
Byron Bay,8,Friday,10,7,0,0,medium
Byron Bay,8,Friday,12,8,0,1,medium
Byron Bay,8,Friday,14,9,0,2,medium
Byron Bay,8,Friday,16,10,0,5,medium
Byron Bay,8,Friday,18,2,0,1,low
Byron Bay,8,Friday,20,5,0,1,low
Byron Bay,8,Friday,22,3,0,0,low
Byron Bay,8,Monday,0,1,0,0,low
Byron Bay,8,Monday,4,2,1,0,low
Byron Bay,8,Monday,6,3,0,0,low
Byron Bay,8,Monday,8,3,0,0,low
Byron Bay,8,Monday,10,3,0,0,low
Byron Bay,8,Monday,12,2,0,0,low
Byron Bay,8,Monday,14,4,0,2,low
Byron Bay,8,Monday,16,1,0,1,low
Byron Bay,8,Monday,18,1,0,1,low
Byron Bay,8,Monday,20,3,1,1,low
Byron Bay,8,Monday,22,1,0,0,low
Byron Bay,8,Saturday,2,2,0,2,low
Byron Bay,8,Saturday,4,4,0,0,low
Byron Bay,8,Saturday,6,3,0,0,low
Byron Bay,8,Saturday,8,2,0,0,low
Byron Bay,8,Saturday,10,10,0,7,medium
Byron Bay,8,Saturday,12,4,0,3,low
Byron Bay,8,Saturday,14,3,0,0,low
Byron Bay,8,Saturday,16,7,0,1,medium
Byron Bay,8,Saturday,18,4,1,1,low
Byron Bay,8,Saturday,20,5,1,1,low
Byron Bay,8,Saturday,22,1,0,1,low
Byron Bay,8,Sunday,0,4,0,1,low
Byron Bay,8,Sunday,2,3,0,1,low
Byron Bay,8,Sunday,4,2,0,0,low
