datetime,location,pedestrian_count_sum,pedestrian_count_mean,pedestrian_sensor_count
2020-01-03 11:00:00,Sydney CBD,4486,1121.5,4
2020-01-03 12:00:00,Sydney CBD,3436,859.0,4
2020-01-03 13:00:00,Sydney CBD,2962,740.5,4
2020-01-03 14:00:00,Sydney CBD,2444,611.0,4
2020-01-03 15:00:00,Sydney CBD,1294,323.5,4
2020-01-03 16:00:00,Sydney CBD,564,141.0,4
2020-01-03 17:00:00,Sydney CBD,599,149.75,4
2020-01-03 18:00:00,Sydney CBD,775,193.75,4
2020-01-03 19:00:00,Sydney CBD,1181,295.25,4
2020-01-03 20:00:00,Sydney CBD,2000,500.0,4
2020-01-03 21:00:00,Sydney CBD,3400,850.0,4
2020-01-03 22:00:00,Sydney CBD,4181,1045.25,4
2020-01-03 23:00:00,Sydney CBD,4738,1184.5,4
2020-01-04 00:00:00,Sydney CBD,4824,1206.0,4
2020-01-04 01:00:00,Sydney CBD,4788,1197.0,4
2020-01-04 02:00:00,Sydney CBD,5151,1287.75,4
2020-01-04 03:00:00,Sydney CBD,4919,1229.75,4
2020-01-04 04:00:00,Sydney CBD,4189,1047.25,4
2020-01-04 05:00:00,Sydney CBD,3757,939.25,4
2020-01-04 06:00:00,Sydney CBD,2828,707.0,4
2020-01-04 07:00:00,Sydney CBD,2273,568.25,4
2020-01-04 08:00:00,Sydney CBD,1849,462.25,4
2020-01-04 09:00:00,Sydney CBD,1551,387.75,4
2020-01-04 10:00:00,Sydney CBD,833,208.25,4
2020-01-04 11:00:00,Sydney CBD,79,19.75,4
2020-01-04 12:00:00,Sydney CBD,135,33.75,4
2020-01-04 13:00:00,Sydney CBD,104,26.0,4
2020-01-04 14:00:00,Sydney CBD,128,32.0,4
2020-01-04 15:00:00,Sydney CBD,108,27.0,4
2020-01-04 16:00:00,Sydney CBD,250,62.5,4
2020-01-04 17:00:00,Sydney CBD,818,204.5,4
2020-01-04 18:00:00,Sydney CBD,1051,262.75,4
2020-01-04 19:00:00,Sydney CBD,1461,365.25,4
2020-01-04 20:00:00,Sydney CBD,1106,276.5,4
2020-01-04 21:00:00,Sydney CBD,1052,263.0,4
2020-01-04 22:00:00,Sydney CBD,1204,301.0,4
2020-01-04 23:00:00,Sydney CBD,1552,388.0,4
2020-01-05 00:00:00,Sydney CBD,1659,414.75,4
2020-01-05 01:00:00,Sydney CBD,1496,374.0,4
2020-01-05 02:00:00,Sydney CBD,1591,397.75,4
2020-01-05 03:00:00,Sydney CBD,1555,388.75,4
2020-01-05 04:00:00,Sydney CBD,1843,460.75,4
2020-01-05 05:00:00,Sydney CBD,1246,311.5,4
2020-01-05 06:00:00,Sydney CBD,729,182.25,4
2020-01-05 07:00:00,Sydney CBD,460,115.0,4
2020-01-05 08:00:00,Sydney CBD,328,82.0,4
2020-01-05 09:00:00,Sydney CBD,218,54.5,4
2020-01-05 10:00:00,Sydney CBD,117,29.25,4
2020-01-05 11:00:00,Sydney CBD,133,33.25,4
2020-01-05 12:00:00,Sydney CBD,130,32.5,4
2020-01-05 13:00:00,Sydney CBD,108,27.0,4
2020-01-05 14:00:00,Sydney CBD,97,24.25,4
2020-01-05 15:00:00,Sydney CBD,107,26.75,4
2020-01-05 16:00:00,Sydney CBD,244,61.0,4
2020-01-05 17:00:00,Sydney CBD,766,191.5,4
2020-01-05 18:00:00,Sydney CBD,979,244.75,4
2020-01-05 19:00:00,Sydney CBD,1533,383.25,4
2020-01-05 20:00:00,Sydney CBD,1231,307.75,4
2020-01-05 21:00:00,Sydney CBD,1337,334.25,4
2020-01-05 22:00:00,Sydney CBD,1581,395.25,4
2020-01-05 23:00:00,Sydney CBD,2198,549.5,4
2020-01-06 00:00:00,Sydney CBD,2185,546.25,4
2020-01-06 01:00:00,Sydney CBD,2059,514.75,4
2020-01-06 02:00:00,Sydney CBD,2100,525.0,4
2020-01-06 03:00:00,Sydney CBD,1908,477.0,4
2020-01-06 04:00:00,Sydney CBD,2080,520.0,4
2020-01-06 05:00:00,Sydney CBD,1209,302.25,4
2020-01-06 06:00:00,Sydney CBD,708,177.0,4
2020-01-06 07:00:00,Sydney CBD,437,109.25,4
2020-01-06 08:00:00,Sydney CBD,277,69.25,4
2020-01-06 09:00:00,Sydney CBD,185,46.25,4
2020-01-06 10:00:00,Sydney CBD,85,21.25,4
2020-01-06 11:00:00,Sydney CBD,151,37.75,4
2020-01-06 12:00:00,Sydney CBD,133,33.25,4
2020-01-06 13:00:00,Sydney CBD,101,25.25,4
2020-01-06 14:00:00,Sydney CBD,89,22.25,4
2020-01-06 15:00:00,Sydney CBD,102,25.5,4
2020-01-06 16:00:00,Sydney CBD,287,71.75,4
2020-01-06 17:00:00,Sydney CBD,901,225.25,4
2020-01-06 18:00:00,Sydney CBD,1431,357.75,4
2020-01-06 19:00:00,Sydney CBD,2349,587.25,4
2020-01-06 20:00:00,Sydney CBD,1863,465.75,4
2020-01-06 21:00:00,Sydney CBD,1878,469.5,4
2020-01-06 22:00:00,Sydney CBD,2093,523.25,4
2020-01-06 23:00:00,Sydney CBD,3057,764.25,4
2020-01-07 00:00:00,Sydney CBD,3270,817.5,4
2020-01-07 01:00:00,Sydney CBD,3048,762.0,4
2020-01-07 02:00:00,Sydney CBD,3784,946.0,4
2020-01-07 03:00:00,Sydney CBD,3680,920.0,4
2020-01-07 04:00:00,Sydney CBD,3524,881.0,4
2020-01-07 05:00:00,Sydney CBD,2104,526.0,4
2020-01-07 06:00:00,Sydney CBD,1052,263.0,4
2020-01-07 07:00:00,Sydney CBD,784,196.0,4
2020-01-07 08:00:00,Sydney CBD,737,184.25,4
2020-01-07 09:00:00,Sydney CBD,424,106.0,4
2020-01-07 10:00:00,Sydney CBD,245,61.25,4
2020-01-07 11:00:00,Sydney CBD,284,71.0,4
2020-01-07 12:00:00,Sydney CBD,259,64.75,4
2020-01-07 13:00:00,Sydney CBD,181,45.25,4
2020-01-07 14:00:00,Sydney CBD,133,33.25,4
2020-01-07 15:00:00,Sydney CBD,137,34.25,4
2020-01-07 16:00:00,Sydney CBD,341,85.25,4
2020-01-07 17:00:00,Sydney CBD,1193,298.25,4
2020-01-07 18:00:00,Sydney CBD,2253,563.25,4
2020-01-07 19:00:00,Sydney CBD,4196,1049.0,4
2020-01-07 20:00:00,Sydney CBD,3077,769.25,4
2020-01-07 21:00:00,Sydney CBD,2861,715.25,4
2020-01-07 22:00:00,Sydney CBD,3410,852.5,4
2020-01-07 23:00:00,Sydney CBD,4988,1247.0,4
2020-01-08 00:00:00,Sydney CBD,5240,1310.0,4
2020-01-08 01:00:00,Sydney CBD,4432,1108.0,4
2020-01-08 02:00:00,Sydney CBD,4382,1095.5,4
2020-01-08 03:00:00,Sydney CBD,4643,1160.75,4
2020-01-08 04:00:00,Sydney CBD,5285,1321.25,4
2020-01-08 05:00:00,Sydney CBD,3612,903.0,4
2020-01-08 06:00:00,Sydney CBD,2054,513.5,4
2020-01-08 07:00:00,Sydney CBD,1385,346.25,4
2020-01-08 08:00:00,Sydney CBD,1123,280.75,4
2020-01-08 09:00:00,Sydney CBD,840,210.0,4
2020-01-08 10:00:00,Sydney CBD,498,124.5,4
2020-01-08 11:00:00,Sydney CBD,620,155.0,4
2020-01-08 12:00:00,Sydney CBD,441,110.25,4
2020-01-08 13:00:00,Sydney CBD,425,106.25,4
2020-01-08 14:00:00,Sydney CBD,261,65.25,4
2020-01-08 15:00:00,Sydney CBD,238,59.5,4
2020-01-08 16:00:00,Sydney CBD,223,55.75,4
2020-01-08 17:00:00,Sydney CBD,561,140.25,4
2020-01-08 18:00:00,Sydney CBD,655,163.75,4
2020-01-08 19:00:00,Sydney CBD,1145,286.25,4
2020-01-08 20:00:00,Sydney CBD,1662,415.5,4
2020-01-08 21:00:00,Sydney CBD,1952,488.0,4
2020-01-08 22:00:00,Sydney CBD,2598,649.5,4
2020-01-08 23:00:00,Sydney CBD,3149,787.25,4
2020-01-09 00:00:00,Sydney CBD,3390,847.5,4
2020-01-09 01:00:00,Sydney CBD,3443,860.75,4
2020-01-09 02:00:00,Sydney CBD,3546,886.5,4
2020-01-09 03:00:00,Sydney CBD,3519,879.75,4
2020-01-09 04:00:00,Sydney CBD,3216,804.0,4
2020-01-09 05:00:00,Sydney CBD,2393,598.25,4
2020-01-09 06:00:00,Sydney CBD,1627,406.75,4
2020-01-09 07:00:00,Sydney CBD,1298,324.5,4
2020-01-09 08:00:00,Sydney CBD,1071,267.75,4
2020-01-09 09:00:00,Sydney CBD,1029,257.25,4
2020-01-09 10:00:00,Sydney CBD,809,202.25,4
2020-01-09 11:00:00,Sydney CBD,182,45.5,4
2020-01-09 12:00:00,Sydney CBD,180,45.0,4
2020-01-09 13:00:00,Sydney CBD,180,45.0,4
2020-01-09 14:00:00,Sydney CBD,113,28.25,4
2020-01-09 15:00:00,Sydney CBD,162,40.5,4
2020-01-09 16:00:00,Sydney CBD,389,97.25,4
2020-01-09 17:00:00,Sydney CBD,1207,301.75,4
2020-01-09 18:00:00,Sydney CBD,2120,530.0,4
2020-01-09 19:00:00,Sydney CBD,4122,1030.5,4
2020-01-09 20:00:00,Sydney CBD,2859,714.75,4
2020-01-09 21:00:00,Sydney CBD,2398,599.5,4
2020-01-09 22:00:00,Sydney CBD,2550,637.5,4
2020-01-09 23:00:00,Sydney CBD,4001,1000.25,4
2020-01-10 00:00:00,Sydney CBD,4116,1029.0,4
2020-01-10 01:00:00,Sydney CBD,3332,833.0,4
2020-01-10 02:00:00,Sydney CBD,3618,904.5,4
2020-01-10 03:00:00,Sydney CBD,3658,914.5,4
2020-01-10 04:00:00,Sydney CBD,4526,1131.5,4
2020-01-10 05:00:00,Sydney CBD,3118,779.5,4
2020-01-10 06:00:00,Sydney CBD,1593,398.25,4
2020-01-10 07:00:00,Sydney CBD,1041,260.25,4
2020-01-10 08:00:00,Sydney CBD,974,243.5,4
2020-01-10 09:00:00,Sydney CBD,582,145.5,4
2020-01-10 10:00:00,Sydney CBD,293,73.25,4
2020-01-10 11:00:00,Sydney CBD,231,57.75,4
2020-01-10 12:00:00,Sydney CBD,234,58.5,4
2020-01-10 13:00:00,Sydney CBD,211,52.75,4
2020-01-10 14:00:00,Sydney CBD,146,36.5,4
2020-01-10 15:00:00,Sydney CBD,131,32.75,4
2020-01-10 16:00:00,Sydney CBD,490,122.5,4
2020-01-10 17:00:00,Sydney CBD,1311,327.75,4
2020-01-10 18:00:00,Sydney CBD,2398,599.5,4
2020-01-10 19:00:00,Sydney CBD,4453,1113.25,4
2020-01-10 20:00:00,Sydney CBD,3418,854.5,4
2020-01-10 21:00:00,Sydney CBD,3227,806.75,4
2020-01-10 22:00:00,Sydney CBD,3945,986.25,4
2020-01-10 23:00:00,Sydney CBD,5726,1431.5,4
2020-01-11 00:00:00,Sydney CBD,5562,1390.5,4
2020-01-11 01:00:00,Sydney CBD,4523,1130.75,4
2020-01-11 02:00:00,Sydney CBD,4341,1085.25,4
2020-01-11 03:00:00,Sydney CBD,4784,1196.0,4
2020-01-11 04:00:00,Sydney CBD,5944,1486.0,4
2020-01-11 05:00:00,Sydney CBD,4180,1045.0,4
2020-01-11 06:00:00,Sydney CBD,2730,682.5,4
2020-01-11 07:00:00,Sydney CBD,1791,447.75,4
2020-01-11 08:00:00,Sydney CBD,1338,334.5,4
2020-01-11 09:00:00,Sydney CBD,987,246.75,4
2020-01-11 10:00:00,Sydney CBD,649,162.25,4
2020-01-11 11:00:00,Sydney CBD,901,225.25,4
2020-01-11 12:00:00,Sydney CBD,897,224.25,4
2020-01-11 13:00:00,Sydney CBD,815,203.75,4
2020-01-11 14:00:00,Sydney CBD,610,152.5,4
2020-01-11 15:00:00,Sydney CBD,354,88.5,4
2020-01-11 16:00:00,Sydney CBD,199,49.75,4
2020-01-11 17:00:00,Sydney CBD,326,81.5,4
2020-01-11 18:00:00,Sydney CBD,528,132.0,4
2020-01-11 19:00:00,Sydney CBD,654,163.5,4
2020-01-11 20:00:00,Sydney CBD,794,198.5,4
2020-01-11 21:00:00,Sydney CBD,1373,343.25,4
2020-01-11 22:00:00,Sydney CBD,1778,444.5,4
2020-01-11 23:00:00,Sydney CBD,1867,466.75,4
2020-01-12 00:00:00,Sydney CBD,2119,529.75,4
2020-01-12 01:00:00,Sydney CBD,2154,538.5,4
2020-01-12 02:00:00,Sydney CBD,2011,502.75,4
2020-01-12 03:00:00,Sydney CBD,1360,340.0,4
2020-01-12 04:00:00,Sydney CBD,1441,360.25,4
2020-01-12 05:00:00,Sydney CBD,1456,364.0,4
2020-01-12 06:00:00,Sydney CBD,958,239.5,4
2020-01-12 07:00:00,Sydney CBD,667,166.75,4
2020-01-12 08:00:00,Sydney CBD,649,162.25,4
2020-01-12 09:00:00,Sydney CBD,565,141.25,4
2020-01-12 10:00:00,Sydney CBD,319,79.75,4
2020-01-12 11:00:00,Sydney CBD,317,79.25,4
2020-01-12 12:00:00,Sydney CBD,236,59.0,4
2020-01-12 13:00:00,Sydney CBD,268,67.0,4
2020-01-12 14:00:00,Sydney CBD,251,62.75,4
2020-01-12 15:00:00,Sydney CBD,221,55.25,4
2020-01-12 16:00:00,Sydney CBD,532,133.0,4
2020-01-12 17:00:00,Sydney CBD,1398,349.5,4
2020-01-12 18:00:00,Sydney CBD,3119,779.75,4
2020-01-12 19:00:00,Sydney CBD,5660,1415.0,4
2020-01-12 20:00:00,Sydney CBD,3610,902.5,4
2020-01-12 21:00:00,Sydney CBD,2984,746.0,4
2020-01-12 22:00:00,Sydney CBD,3311,827.75,4
2020-01-12 23:00:00,Sydney CBD,5640,1410.0,4
2020-01-13 00:00:00,Sydney CBD,5645,1411.25,4
2020-01-13 01:00:00,Sydney CBD,4150,1037.5,4
2020-01-13 02:00:00,Sydney CBD,4315,1078.75,4
2020-01-13 03:00:00,Sydney CBD,4939,1234.75,4
2020-01-13 04:00:00,Sydney CBD,6695,1673.75,4
2020-01-13 05:00:00,Sydney CBD,4739,1184.75,4
2020-01-13 06:00:00,Sydney CBD,1753,438.25,4
2020-01-13 07:00:00,Sydney CBD,1356,339.0,4
2020-01-13 08:00:00,Sydney CBD,1367,341.75,4
2020-01-13 09:00:00,Sydney CBD,996,249.0,4
2020-01-13 10:00:00,Sydney CBD,628,157.0,4
2020-02-03 11:00:00,Sydney CBD,582,145.5,4
2020-02-03 12:00:00,Sydney CBD,611,152.75,4
2020-02-03 13:00:00,Sydney CBD,398,99.5,4
2020-02-03 14:00:00,Sydney CBD,466,116.5,4
2020-02-03 15:00:00,Sydney CBD,412,103.0,4
2020-02-03 16:00:00,Sydney CBD,674,168.5,4
2020-02-03 17:00:00,Sydney CBD,1988,497.0,4
2020-02-03 18:00:00,Sydney CBD,5208,1302.0,4
2020-02-03 19:00:00,Sydney CBD,11292,2823.0,4
2020-02-03 20:00:00,Sydney CBD,7293,1823.25,4
2020-02-03 21:00:00,Sydney CBD,5743,1435.75,4
2020-02-03 22:00:00,Sydney CBD,5849,1462.25,4
2020-02-03 23:00:00,Sydney CBD,10631,2657.75,4
2020-02-04 00:00:00,Sydney CBD,10434,2608.5,4
2020-02-04 01:00:00,Sydney CBD,7343,1835.75,4
2020-02-04 02:00:00,Sydney CBD,7283,1820.75,4
2020-02-04 03:00:00,Sydney CBD,8651,2162.75,4
2020-02-04 04:00:00,Sydney CBD,12493,3123.25,4
2020-02-04 05:00:00,Sydney CBD,8412,2103.0,4
2020-02-04 06:00:00,Sydney CBD,4625,1156.25,4
2020-02-04 07:00:00,Sydney CBD,3051,762.75,4
2020-02-04 08:00:00,Sydney CBD,2322,580.5,4
2020-02-04 09:00:00,Sydney CBD,1494,373.5,4
2020-02-04 10:00:00,Sydney CBD,830,207.5,4
2020-02-04 11:00:00,Sydney CBD,138,34.5,4
2020-02-04 12:00:00,Sydney CBD,108,27.0,4
2020-02-04 13:00:00,Sydney CBD,108,27.0,4
2020-02-04 14:00:00,Sydney CBD,122,30.5,4
2020-02-04 15:00:00,Sydney CBD,113,28.25,4
2020-02-04 16:00:00,Sydney CBD,301,75.25,4
2020-02-04 17:00:00,Sydney CBD,799,199.75,4
2020-02-04 18:00:00,Sydney CBD,915,228.75,4
2020-02-04 19:00:00,Sydney CBD,1385,346.25,4
2020-02-04 20:00:00,Sydney CBD,1124,281.0,4
2020-02-04 21:00:00,Sydney CBD,1062,265.5,4
2020-02-04 22:00:00,Sydney CBD,1215,303.75,4
2020-02-04 23:00:00,Sydney CBD,1560,390.0,4
2020-02-05 00:00:00,Sydney CBD,1696,424.0,4
2020-02-05 01:00:00,Sydney CBD,1452,363.0,4
2020-02-05 02:00:00,Sydney CBD,1312,328.0,4
2020-02-05 03:00:00,Sydney CBD,1252,313.0,4
2020-02-05 04:00:00,Sydney CBD,1401,350.25,4
2020-02-05 05:00:00,Sydney CBD,1055,263.75,4
2020-02-05 06:00:00,Sydney CBD,636,159.0,4
2020-02-05 07:00:00,Sydney CBD,404,101.0,4
2020-02-05 08:00:00,Sydney CBD,251,62.75,4
2020-02-05 09:00:00,Sydney CBD,211,52.75,4
2020-02-05 10:00:00,Sydney CBD,106,26.5,4
2020-02-05 11:00:00,Sydney CBD,74,18.5,4
2020-02-05 12:00:00,Sydney CBD,120,30.0,4
2020-02-05 13:00:00,Sydney CBD,106,26.5,4
2020-02-05 14:00:00,Sydney CBD,111,27.75,4
2020-02-05 15:00:00,Sydney CBD,89,22.25,4
2020-02-05 16:00:00,Sydney CBD,137,34.25,4
2020-02-05 17:00:00,Sydney CBD,347,86.75,4
2020-02-05 18:00:00,Sydney CBD,371,92.75,4
2020-02-05 19:00:00,Sydney CBD,522,130.5,4
2020-02-05 20:00:00,Sydney CBD,677,169.25,4
2020-02-05 21:00:00,Sydney CBD,1031,257.75,4
2020-02-05 22:00:00,Sydney CBD,1277,319.25,4
2020-02-05 23:00:00,Sydney CBD,1583,395.75,4
2020-02-06 00:00:00,Sydney CBD,1676,419.0,4
2020-02-06 01:00:00,Sydney CBD,1597,399.25,4
2020-02-06 02:00:00,Sydney CBD,1518,379.5,4
2020-02-06 03:00:00,Sydney CBD,1398,349.5,4
2020-02-06 04:00:00,Sydney CBD,1080,270.0,4
2020-02-06 05:00:00,Sydney CBD,699,174.75,4
2020-02-06 06:00:00,Sydney CBD,466,116.5,4
2020-02-06 07:00:00,Sydney CBD,277,69.25,4
2020-02-06 08:00:00,Sydney CBD,217,54.25,4
2020-02-06 09:00:00,Sydney CBD,201,50.25,4
2020-02-06 10:00:00,Sydney CBD,88,22.0,4
2020-02-06 11:00:00,Sydney CBD,144,36.0,4
2020-02-06 12:00:00,Sydney CBD,154,38.5,4
2020-02-06 13:00:00,Sydney CBD,145,36.25,4
2020-02-06 14:00:00,Sydney CBD,147,36.75,4
2020-02-06 15:00:00,Sydney CBD,113,28.25,4
2020-02-06 16:00:00,Sydney CBD,358,89.5,4
2020-02-06 17:00:00,Sydney CBD,966,241.5,4
2020-02-06 18:00:00,Sydney CBD,1508,377.0,4
2020-02-06 19:00:00,Sydney CBD,2364,591.0,4
2020-02-06 20:00:00,Sydney CBD,2009,502.25,4
2020-02-06 21:00:00,Sydney CBD,1956,489.0,4
2020-02-06 22:00:00,Sydney CBD,2273,568.25,4
2020-02-06 23:00:00,Sydney CBD,3192,798.0,4
2020-02-07 00:00:00,Sydney CBD,3303,825.75,4
2020-02-07 01:00:00,Sydney CBD,3119,779.75,4
2020-02-07 02:00:00,Sydney CBD,3465,866.25,4
2020-02-07 03:00:00,Sydney CBD,3482,870.5,4
2020-02-07 04:00:00,Sydney CBD,3654,913.5,4
2020-02-07 05:00:00,Sydney CBD,2465,616.25,4
2020-02-07 06:00:00,Sydney CBD,1411,352.75,4
2020-02-07 07:00:00,Sydney CBD,795,198.75,4
2020-02-07 08:00:00,Sydney CBD,731,182.75,4
2020-02-07 09:00:00,Sydney CBD,531,132.75,4
2020-02-07 10:00:00,Sydney CBD,287,71.75,4
2020-02-07 11:00:00,Sydney CBD,282,70.5,4
2020-02-07 12:00:00,Sydney CBD,326,81.5,4
2020-02-07 13:00:00,Sydney CBD,200,50.0,4
2020-02-07 14:00:00,Sydney CBD,154,38.5,4
2020-02-07 15:00:00,Sydney CBD,143,35.75,4
2020-02-07 16:00:00,Sydney CBD,332,83.0,4
2020-02-07 17:00:00,Sydney CBD,1222,305.5,4
2020-02-07 18:00:00,Sydney CBD,2223,555.75,4
2020-02-07 19:00:00,Sydney CBD,4152,1038.0,4
2020-02-07 20:00:00,Sydney CBD,3134,783.5,4
2020-02-07 21:00:00,Sydney CBD,3051,762.75,4
2020-02-07 22:00:00,Sydney CBD,3492,873.0,4
2020-02-07 23:00:00,Sydney CBD,5292,1323.0,4
2020-02-08 00:00:00,Sydney CBD,5331,1332.75,4
2020-02-08 01:00:00,Sydney CBD,4635,1158.75,4
2020-02-08 02:00:00,Sydney CBD,4723,1180.75,4
2020-02-08 03:00:00,Sydney CBD,4998,1249.5,4
2020-02-08 04:00:00,Sydney CBD,5751,1437.75,4
2020-02-08 05:00:00,Sydney CBD,4115,1028.75,4
2020-02-08 06:00:00,Sydney CBD,2399,599.75,4
2020-02-08 07:00:00,Sydney CBD,1753,438.25,4
2020-02-08 08:00:00,Sydney CBD,1387,346.75,4
2020-02-08 09:00:00,Sydney CBD,1024,256.0,4
2020-02-08 10:00:00,Sydney CBD,628,157.0,4
2020-02-08 11:00:00,Sydney CBD,719,179.75,4
2020-02-08 12:00:00,Sydney CBD,573,143.25,4
2020-02-08 13:00:00,Sydney CBD,366,91.5,4
2020-02-08 14:00:00,Sydney CBD,347,86.75,4
2020-02-08 15:00:00,Sydney CBD,228,57.0,4
2020-02-08 16:00:00,Sydney CBD,180,45.0,4
2020-02-08 17:00:00,Sydney CBD,242,60.5,4
2020-02-08 18:00:00,Sydney CBD,443,110.75,4
2020-02-08 19:00:00,Sydney CBD,678,169.5,4
2020-02-08 20:00:00,Sydney CBD,1214,303.5,4
2020-02-08 21:00:00,Sydney CBD,1721,430.25,4
2020-02-08 22:00:00,Sydney CBD,2249,562.25,4
2020-02-08 23:00:00,Sydney CBD,2611,652.75,4
2020-02-09 00:00:00,Sydney CBD,2775,693.75,4
2020-02-09 01:00:00,Sydney CBD,3087,771.75,4
2020-02-09 02:00:00,Sydney CBD,3216,804.0,4
2020-02-09 03:00:00,Sydney CBD,2826,706.5,4
2020-02-09 04:00:00,Sydney CBD,2365,591.25,4
2020-02-09 05:00:00,Sydney CBD,1578,394.5,4
2020-02-09 06:00:00,Sydney CBD,973,243.25,4
2020-02-09 07:00:00,Sydney CBD,596,149.0,4
2020-02-09 08:00:00,Sydney CBD,566,141.5,4
2020-02-09 09:00:00,Sydney CBD,469,117.25,4
2020-02-09 10:00:00,Sydney CBD,274,68.5,4
2020-02-09 11:00:00,Sydney CBD,197,49.25,4
2020-02-09 12:00:00,Sydney CBD,241,60.25,4
2020-02-09 13:00:00,Sydney CBD,182,45.5,4
2020-02-09 14:00:00,Sydney CBD,104,26.0,4
2020-02-09 15:00:00,Sydney CBD,146,36.5,4
2020-02-09 16:00:00,Sydney CBD,433,108.25,4
2020-02-09 17:00:00,Sydney CBD,1180,295.0,4
2020-02-09 18:00:00,Sydney CBD,2111,527.75,4
2020-02-09 19:00:00,Sydney CBD,4071,1017.75,4
2020-02-09 20:00:00,Sydney CBD,2766,691.5,4
2020-02-09 21:00:00,Sydney CBD,2397,599.25,4
2020-02-09 22:00:00,Sydney CBD,2750,687.5,4
2020-02-09 23:00:00,Sydney CBD,4435,1108.75,4
2020-02-10 00:00:00,Sydney CBD,4480,1120.0,4
2020-02-10 01:00:00,Sydney CBD,3455,863.75,4
2020-02-10 02:00:00,Sydney CBD,3838,959.5,4
2020-02-10 03:00:00,Sydney CBD,3932,983.0,4
2020-02-10 04:00:00,Sydney CBD,4895,1223.75,4
2020-02-10 05:00:00,Sydney CBD,3306,826.5,4
2020-02-10 06:00:00,Sydney CBD,1884,471.0,4
2020-02-10 07:00:00,Sydney CBD,1193,298.25,4
2020-02-10 08:00:00,Sydney CBD,1014,253.5,4
2020-02-10 09:00:00,Sydney CBD,730,182.5,4
2020-02-10 10:00:00,Sydney CBD,474,118.5,4
2020-02-10 11:00:00,Sydney CBD,461,115.25,4
2020-02-10 12:00:00,Sydney CBD,416,104.0,4
2020-02-10 13:00:00,Sydney CBD,321,80.25,4
2020-02-10 14:00:00,Sydney CBD,227,56.75,4
2020-02-10 15:00:00,Sydney CBD,180,45.0,4
2020-02-10 16:00:00,Sydney CBD,479,119.75,4
2020-02-10 17:00:00,Sydney CBD,1221,305.25,4
2020-02-10 18:00:00,Sydney CBD,2117,529.25,4
2020-02-10 19:00:00,Sydney CBD,3666,916.5,4
2020-02-10 20:00:00,Sydney CBD,3223,805.75,4
2020-02-10 21:00:00,Sydney CBD,3108,777.0,4
2020-02-10 22:00:00,Sydney CBD,3899,974.75,4
2020-02-10 23:00:00,Sydney CBD,5177,1294.25,4
2020-02-11 00:00:00,Sydney CBD,5193,1298.25,4
2020-02-11 01:00:00,Sydney CBD,4613,1153.25,4
2020-02-11 02:00:00,Sydney CBD,4314,1078.5,4
2020-02-11 03:00:00,Sydney CBD,4738,1184.5,4
2020-02-11 04:00:00,Sydney CBD,5345,1336.25,4
2020-02-11 05:00:00,Sydney CBD,4006,1001.5,4
2020-02-11 06:00:00,Sydney CBD,2475,618.75,4
2020-02-11 07:00:00,Sydney CBD,2089,522.25,4
2020-02-11 08:00:00,Sydney CBD,1672,418.0,4
2020-02-11 09:00:00,Sydney CBD,1499,374.75,4
2020-02-11 10:00:00,Sydney CBD,1062,265.5,4
2020-02-11 11:00:00,Sydney CBD,242,60.5,4
2020-02-11 12:00:00,Sydney CBD,227,56.75,4
2020-02-11 13:00:00,Sydney CBD,346,86.5,4
2020-02-11 14:00:00,Sydney CBD,249,62.25,4
2020-02-11 15:00:00,Sydney CBD,194,48.5,4
2020-02-11 16:00:00,Sydney CBD,432,108.0,4
2020-02-11 17:00:00,Sydney CBD,1285,321.25,4
2020-02-11 18:00:00,Sydney CBD,2654,663.5,4
2020-02-11 19:00:00,Sydney CBD,5052,1263.0,4
2020-02-11 20:00:00,Sydney CBD,3329,832.25,4
2020-02-11 21:00:00,Sydney CBD,2761,690.25,4
2020-02-11 22:00:00,Sydney CBD,3104,776.0,4
2020-02-11 23:00:00,Sydney CBD,5137,1284.25,4
2020-02-12 00:00:00,Sydney CBD,5198,1299.5,4
2020-02-12 01:00:00,Sydney CBD,4031,1007.75,4
2020-02-12 02:00:00,Sydney CBD,4137,1034.25,4
2020-02-12 03:00:00,Sydney CBD,4439,1109.75,4
2020-02-12 04:00:00,Sydney CBD,5749,1437.25,4
2020-02-12 05:00:00,Sydney CBD,3919,979.75,4
2020-02-12 06:00:00,Sydney CBD,2125,531.25,4
2020-02-12 07:00:00,Sydney CBD,1334,333.5,4
2020-02-12 08:00:00,Sydney CBD,990,247.5,4
2020-02-12 09:00:00,Sydney CBD,661,165.25,4
2020-02-12 10:00:00,Sydney CBD,400,100.0,4
2020-02-12 11:00:00,Sydney CBD,376,94.0,4
2020-02-12 12:00:00,Sydney CBD,325,81.25,4
2020-02-12 13:00:00,Sydney CBD,259,64.75,4
2020-02-12 14:00:00,Sydney CBD,186,46.5,4
2020-02-12 15:00:00,Sydney CBD,165,41.25,4
2020-02-12 16:00:00,Sydney CBD,533,133.25,4
2020-02-12 17:00:00,Sydney CBD,1439,359.75,4
2020-02-12 18:00:00,Sydney CBD,3047,761.75,4
2020-02-12 19:00:00,Sydney CBD,5706,1426.5,4
2020-02-12 20:00:00,Sydney CBD,3718,929.5,4
2020-02-12 21:00:00,Sydney CBD,3175,793.75,4
2020-02-12 22:00:00,Sydney CBD,3759,939.75,4
2020-02-12 23:00:00,Sydney CBD,5924,1481.0,4
