event_id,name,date,time,status,venue,city,state,address,latitude,longitude,category,genre,sub_genre,min_price,max_price,url,source,year
1AvGZbzGknDWBZV,The Film Music of HANS ZIMMER Orchestrated,2026-06-19,19:30:00,onsale,"State Theatre, Sydney",Sydney,NSW,49 Market Street,-33.870824,151.207907,Music,Classical,Classical/Vocal,,,https://www.ticketmaster.com.au/the-film-music-of-hans-zimmer-sydney-19-06-2026/event/1300638ABBF7A034,ticketmaster,2026
1k7Yv0faGA2H4Mr,"The Vallies - A Tribute to Frankie Valli, Motown & Rock 'n' Roll",2026-06-19,19:30:00,onsale,Anita's Theatre,Thirroul,NSW,264-270 Lawrence Hargrave Dr,-34.314659,150.922836,Music,Undefined,Undefined,,,https://www.ticketmaster.com.au/the-vallies-a-tribute-to-frankie-thirroul-19-06-2026/event/130064509FF15DDE,ticketmaster,2026
ZFwVzcymWZ17k48f,FRI 19 JUNE - WAO SUPERCLUB @ IVY,2026-06-19,21:30:00,onsale,ivy Sydney,Sydney,NSW,330 George Street,-33.86653696,151.20752289,Music,Dance/Electronic,Dance/Electronic,,,https://www.moshtix.com.au/v2/event/fri-19-june-wao-superclub-ivy/195414,ticketmaster,2026
ZFwVzcymWZ17k443,ivy Hoedown Throwdown | June 20 2026,2026-06-20,14:00:00,onsale,ivy Sydney,Sydney,NSW,330 George Street,-33.86653696,151.20752289,Music,Dance/Electronic,Dance/Electronic,,,https://www.moshtix.com.au/v2/event/ivy-hoedown-throwdown-june-20-2026/195552,ticketmaster,2026
ZFwVzcymWZ17k38s,The Yachtski Brothers,2026-06-20,18:00:00,onsale,Keystone 1889,Bathurst,NSW,99 Keppel St,-33.420712,149.57901,Music,Folk,Folk,,,https://www.moshtix.com.au/v2/event/the-yachtski-brothers/192431,ticketmaster,2026
16vGZ_Ak4G7gka_,GO YOUR OWN WAY The Fleetwood Mac Legacy,2026-06-20,19:00:00,onsale,"State Theatre, Sydney",Sydney,NSW,49 Market Street,-33.870824,151.207907,Music,Undefined,Undefined,,,https://www.ticketmaster.com.au/go-your-own-way-the-fleetwood-sydney-20-06-2026/event/1300645195D46259,ticketmaster,2026
ZFwVzcymWZ17kf79,John Splithoff,2026-06-20,19:00:00,onsale,Oxford Art Factory,Sydney,NSW,38-46 Oxford St,-33.877838,151.213913,Music,Rock,Pop,,,https://www.moshtix.com.au/v2/event/john-splithoff/194117,ticketmaster,2026
1AKZkoKGkd2zGES,Mental As Anything 50th Anniversary Tour,2026-06-20,19:30:00,onsale,Anita's Theatre,Thirroul,NSW,264-270 Lawrence Hargrave Dr,-34.314659,150.922836,Music,Rock,Alternative Rock,,,https://www.ticketmaster.com.au/mental-as-anything-50th-anniversary-tour-thirroul-20-06-2026/event/13006453CFE0C9F3,ticketmaster,2026
ZFwVzcymWZ17kojA,VOXNEON - SYNTH ANTHEMS ,2026-06-20,19:30:00,onsale,Bridge Hotel,Rozelle,NSW,119 Victoria Rd,-33.862861,151.168831,Music,Rock,Alternative Rock,,,https://www.moshtix.com.au/v2/event/voxneon-synth-anthems/191705,ticketmaster,2026
ZFwVzcymWZ17k30s,SKUNKHOUR w/ special guests SWOOP,2026-06-20,20:00:00,onsale,Manning Bar,Camperdown,NSW,Manning Rd,-33.886691,151.188164,Music,Rock,Funk-Rock,,,https://www.moshtix.com.au/v2/event/skunkhour-w-special-guests-swoop/192931,ticketmaster,2026
